Time,TRABUCO,SULPHURCREEK,ELTORO,PALISADES,LAGUNABEACH,DANAPOINT,TUCKER
12/14/2021 10:56,,,,,,,0.01
12/14/2021 10:56,,,0.01,,,,
12/14/2021 10:56,,,,,,,0.01
12/14/2021 10:56,,,,,,,0.01
12/14/2021 10:56,,,,,,,0.01
12/14/2021 10:56,,,,,,,0.01
12/14/2021 10:56,,,,,,,0.01
12/14/2021 10:56,,,0.01,,,,
12/14/2021 10:57,,,,,,,0.01
12/14/2021 10:57,,,,,,,0.01
12/14/2021 10:57,,,,,,,0.01
12/14/2021 10:57,,,,,,,0.01
12/14/2021 10:57,0.01,,,,,,0.01
12/14/2021 10:57,,,,,,,0.01
12/14/2021 10:57,,,0.01,,,,0.01
12/14/2021 10:57,,,,,,,0.01
12/14/2021 10:58,,,0.01,,,,0.01
12/14/2021 10:58,,,,,,,0.01
12/14/2021 10:58,,,,,,,0.01
12/14/2021 10:58,,,,,,,0.01
12/14/2021 10:58,0.01,,,,,,0.01
12/14/2021 10:58,,,,,,,0.01
12/14/2021 10:58,,,,,,,0.01
12/14/2021 10:59,,,,,,,0.01
12/14/2021 10:59,,,0.01,,,,
12/14/2021 10:59,,,,,,,0.01
12/14/2021 10:59,,,,,,,0.01
12/14/2021 10:59,,,,,,,0.01
12/14/2021 10:59,,,,,,,0.01
12/14/2021 10:59,,,,,,,0.01
12/14/2021 10:59,,,,,,,0.01
12/14/2021 10:59,,,0.01,,,,
12/14/2021 11:00,,,,,,,0.01
12/14/2021 11:00,0.01,,,,,,
12/14/2021 11:00,,,,,,,0.01
12/14/2021 11:00,,,,,,,0.01
12/14/2021 11:00,,,,,,,0.01
12/14/2021 11:00,,,,,,,0.01
12/14/2021 11:00,,,,,,,0.01
12/14/2021 11:01,,,,,,,0.01
12/14/2021 11:01,0.01,,,,,,
12/14/2021 11:01,,,,,,,0.01
12/14/2021 11:01,0.01,,,,,,
12/14/2021 11:01,,,,,,,0.01
12/14/2021 11:01,,,,,,,0.01
12/14/2021 11:01,,,,,,,0.01
12/14/2021 11:02,,,,,,,0.01
12/14/2021 11:02,,,0.01,,,,
12/14/2021 11:02,,,,,,,0.01
12/14/2021 11:02,0.01,,,,,,
12/14/2021 11:02,,,,,,,0.01
12/14/2021 11:02,,,,,,,0.01
12/14/2021 11:02,,,,,,,0.01
12/14/2021 11:03,,,,,,,0.01
12/14/2021 11:03,,,,,,,0.01
12/14/2021 11:03,,,,,,,0.01
12/14/2021 11:03,,,,,,,0.01
12/14/2021 11:04,,,,,,,0.01
12/14/2021 11:04,0.01,,,,,,
12/14/2021 11:04,,,,,,,0.01
12/14/2021 11:04,,,,,,,0.01
12/14/2021 11:04,,,,,,,0.01
12/14/2021 11:05,,,,,,,0.01
12/14/2021 11:05,,,,,,,0.01
12/14/2021 11:06,,,,,,,0.01
12/14/2021 11:07,,,,,,,0.01
12/14/2021 11:08,,,,,,,0.01
12/14/2021 11:08,,,0.01,,,,
12/14/2021 11:08,,,,,,,0.01
12/14/2021 11:09,,,,,,,0.01
12/14/2021 11:10,,,,,,,0.01
12/14/2021 11:12,,,,,,,0.01
12/14/2021 11:13,,,,,,,0.01
12/14/2021 11:14,,,,,,,0.01
12/14/2021 11:14,0.01,,,,,,
12/14/2021 11:16,,,,,,,0.01
12/14/2021 11:17,,,,0.01,,,
12/14/2021 11:18,,,,,,,0.01
12/14/2021 11:19,,,0.01,,,,
12/14/2021 11:19,,,,,,,0.01
12/14/2021 11:21,,,,,,,0.01
12/14/2021 11:22,0.01,,,,,,
12/14/2021 11:22,,,,,,,0.01
12/14/2021 11:22,,,,,,0.01,
12/14/2021 11:23,,,,,,,0.01
12/14/2021 11:25,,,,,,,0.01
12/14/2021 11:26,0.01,,,,,,
12/14/2021 11:26,,,,,,,0.01
12/14/2021 11:28,,,0.01,,,,
12/14/2021 11:29,,,,,,,0.01
12/14/2021 11:29,,0.01,,,,,
12/14/2021 11:30,,,,,0.01,,
12/14/2021 11:31,,,,,0.01,,
12/14/2021 11:31,,,,,0.01,,
12/14/2021 11:31,,,,,0.01,,
12/14/2021 11:31,,,,,0.01,,
12/14/2021 11:32,,,,,0.01,,
12/14/2021 11:32,,,,,0.01,,
12/14/2021 11:32,,,,,0.01,,
12/14/2021 11:35,,,,0.01,,,
12/14/2021 11:35,,,,,0.01,,
12/14/2021 11:36,,,,,,,0.01
12/14/2021 11:36,0.01,,,,,,
12/14/2021 11:40,,,,,0.01,,
12/14/2021 11:41,,,,,0.01,,
12/14/2021 11:41,,,,,0.01,,
12/14/2021 11:42,,,0.01,,,,
12/14/2021 11:43,,,,,,,0.01
12/14/2021 11:44,,,0.01,,,,
12/14/2021 11:45,,,,,0.01,,
12/14/2021 11:45,,,0.01,,,,
12/14/2021 11:46,0.01,,,,,,
12/14/2021 11:46,,,0.01,,,,
12/14/2021 11:46,,,,,,0.01,
12/14/2021 11:47,,,0.01,,,,
12/14/2021 11:47,0.01,,,,,,
12/14/2021 11:47,,0.01,,,,,
12/14/2021 11:47,,,0.01,,,,
12/14/2021 11:48,,0.01,,,,,
12/14/2021 11:48,,,0.01,,,,
12/14/2021 11:48,,,0.01,,,,
12/14/2021 11:48,,0.01,,,,,
12/14/2021 11:48,,,0.01,,,,
12/14/2021 11:49,,,0.01,,,,
12/14/2021 11:49,,,,,,,0.01
12/14/2021 11:50,,,0.01,,,,
12/14/2021 11:51,,,0.01,,,,
12/14/2021 11:51,,0.01,,0.01,,,
12/14/2021 11:52,,,,,,,0.01
12/14/2021 11:52,,,0.01,,,,
12/14/2021 11:53,,,,,,,0.01
12/14/2021 11:53,,,,0.01,,,
12/14/2021 11:54,,,,,,,0.01
12/14/2021 11:54,,,,,,,0.01
12/14/2021 11:55,,,,,,0.01,
12/14/2021 11:55,,,,0.01,,,
12/14/2021 11:55,,,,,,,0.01
12/14/2021 11:55,,0.01,,,,,
12/14/2021 11:56,,,,,,0.01,
12/14/2021 11:56,,,,,,,0.01
12/14/2021 11:56,,,,,,0.01,
12/14/2021 11:56,,,,,0.01,,
12/14/2021 11:56,,,,,,0.01,
12/14/2021 11:57,0.01,,,,,,
12/14/2021 11:57,,,,,,0.01,
12/14/2021 11:57,,,,,,,0.01
12/14/2021 11:57,,,,,,0.01,
12/14/2021 11:58,,,,,,0.01,
12/14/2021 11:59,,,,,0.01,,
12/14/2021 11:59,,,,,,0.01,
12/14/2021 11:59,,,,,,,0.01
12/14/2021 12:00,,,0.01,,,,
12/14/2021 12:00,,,,,0.01,,
12/14/2021 12:00,,,,,,0.01,
12/14/2021 12:01,,0.01,,,,,
12/14/2021 12:02,,,,,,,0.01
12/14/2021 12:02,,,,,,0.01,
12/14/2021 12:02,0.01,,,,,,
12/14/2021 12:02,,,0.01,,,,
12/14/2021 12:02,,,,0.01,,,
12/14/2021 12:03,0.01,,,,,,
12/14/2021 12:04,0.01,,,,0.01,,
12/14/2021 12:04,,,,0.01,,,
12/14/2021 12:05,,0.01,,,,0.01,
12/14/2021 12:05,,,,0.01,,,
12/14/2021 12:05,,,,,,,0.01
12/14/2021 12:06,,,,0.01,,,
12/14/2021 12:06,,0.01,,,,,
12/14/2021 12:06,,,0.01,,,,
12/14/2021 12:07,,,,,,,0.01
12/14/2021 12:07,,0.01,,,,,
12/14/2021 12:08,0.01,,,,,,
12/14/2021 12:08,,,0.01,,,,
12/14/2021 12:08,,0.01,,,,,
12/14/2021 12:09,,,0.01,,,,
12/14/2021 12:09,,,,,,,0.01
12/14/2021 12:09,,,,0.01,,,
12/14/2021 12:10,,0.01,,,,,
12/14/2021 12:10,,,0.01,,,,
12/14/2021 12:11,,,,,,,0.01
12/14/2021 12:12,,,0.01,,,,
12/14/2021 12:12,,,,,0.01,,
12/14/2021 12:12,,,,,,,0.01
12/14/2021 12:13,,,,,,,0.01
12/14/2021 12:13,0.01,,,,,,
12/14/2021 12:13,,,,,,,0.01
12/14/2021 12:14,,,,,0.01,,
12/14/2021 12:14,,,,,,,0.01
12/14/2021 12:15,,,,,,,0.01
12/14/2021 12:16,,,,,,,0.01
12/14/2021 12:16,,,,,0.01,,
12/14/2021 12:16,0.01,,,,,,
12/14/2021 12:17,0.01,,,,,,
12/14/2021 12:17,,,,,,,0.01
12/14/2021 12:17,,0.01,,,,,
12/14/2021 12:17,,,,,0.01,,
12/14/2021 12:18,,,,,,0.01,
12/14/2021 12:18,,,,0.01,,,
12/14/2021 12:18,,,0.01,,,,
12/14/2021 12:18,,,,,0.01,,
12/14/2021 12:18,0.01,,,,,,
12/14/2021 12:19,,,,,0.01,,
12/14/2021 12:19,,,,,,,0.01
12/14/2021 12:19,,,0.01,,,,
12/14/2021 12:19,,,,,0.01,,
12/14/2021 12:20,,,0.01,,,,
12/14/2021 12:21,0.01,,,,,,
12/14/2021 12:21,,,,,,,0.01
12/14/2021 12:22,,,0.01,,,,
12/14/2021 12:23,,,,,0.01,,
12/14/2021 12:23,,,,,,,0.01
12/14/2021 12:23,,0.01,,,,,
12/14/2021 12:23,0.01,,,,,,
12/14/2021 12:24,,,,,,,0.01
12/14/2021 12:24,,0.01,,,,,
12/14/2021 12:24,,,0.01,,,,
12/14/2021 12:24,,0.01,,,,,
12/14/2021 12:25,,,,,,,0.01
12/14/2021 12:25,,0.01,,,,,
12/14/2021 12:26,,,0.01,,,,
12/14/2021 12:27,,0.01,,,,,
12/14/2021 12:28,,,,,,,0.01
12/14/2021 12:28,0.01,,0.01,,,,
12/14/2021 12:29,,,,,0.01,,
12/14/2021 12:30,0.01,,,,,,
12/14/2021 12:30,,,,,,,0.01
12/14/2021 12:31,0.01,,,,,,
12/14/2021 12:31,0.01,,,,,,
12/14/2021 12:31,,,,,,,0.01
12/14/2021 12:32,0.01,,,,,,0.01
12/14/2021 12:32,,0.01,,,,,
12/14/2021 12:33,0.01,,,,,,
12/14/2021 12:33,0.01,,,,,,
12/14/2021 12:33,,,,,,,0.01
12/14/2021 12:34,0.01,,,,,,
12/14/2021 12:35,0.01,,,,,,
12/14/2021 12:36,,,,,,0.01,
12/14/2021 12:36,,,,0.01,,,
12/14/2021 12:37,0.01,,,,,,
12/14/2021 12:38,,0.01,,,,,
12/14/2021 12:38,,,,,,,0.01
12/14/2021 12:40,,,,,,,0.01
12/14/2021 12:41,,,0.01,,,,
12/14/2021 12:43,0.01,,,,,,
12/14/2021 12:47,0.01,,,,,,
12/14/2021 12:48,,,,,,,0.01
12/14/2021 12:51,,,,,,,0.01
12/14/2021 12:52,,0.01,,,,,
12/14/2021 12:52,,,0.01,,,,
12/14/2021 12:53,0.01,,,,,,
12/14/2021 12:54,,,,,,,0.01
12/14/2021 12:56,,,,,,0.01,
12/14/2021 12:57,,,,,0.01,,
12/14/2021 12:57,,,,0.01,,,
12/14/2021 12:57,,,,,,,0.01
12/14/2021 12:57,0.01,,,,,,
12/14/2021 12:58,,0.01,,,,,
12/14/2021 12:59,,,0.01,,,,
12/14/2021 12:59,0.01,,,,,,
12/14/2021 13:01,,,,,,,0.01
12/14/2021 13:02,0.01,,,,,,
12/14/2021 13:04,,,,,,,0.01
12/14/2021 13:06,0.01,,,,,,
12/14/2021 13:07,,,,,,,0.01
12/14/2021 13:20,,,,,,,0.01
12/14/2021 13:24,0.01,,,,,,
12/14/2021 13:24,,,0.01,,,,
12/14/2021 13:30,0.01,,,,,,
12/14/2021 13:33,,,,,,,0.01
12/14/2021 13:38,,,,,,,0.01
12/14/2021 13:38,,,0.01,,,,
12/14/2021 13:40,,0.01,,,,,
12/14/2021 13:41,,,,,,,0.01
12/14/2021 13:42,0.01,,,,,,
12/14/2021 13:44,,,,,,,0.01
12/14/2021 13:47,,,,,,,0.01
12/14/2021 13:49,0.01,,,,,,
12/14/2021 13:51,,,,,,,0.01
12/14/2021 13:55,,,,,,,0.01
12/14/2021 13:55,0.01,,,,,,
12/14/2021 13:58,,,,,,,0.01
12/14/2021 13:59,0.01,,,,,,
12/14/2021 14:01,,0.01,,,,,
12/14/2021 14:04,0.01,,,,,,
12/14/2021 14:06,,,0.01,,,,
12/14/2021 14:07,,,,,,,0.01
12/14/2021 14:10,0.01,,,,,,
12/14/2021 14:18,,,,,,,0.01
12/14/2021 14:43,,,,,,,0.01
12/14/2021 14:49,,,,,,,0.01
12/14/2021 14:50,,,0.01,,,,
12/14/2021 14:51,0.01,,,,,,
12/14/2021 14:56,,,,,,,0.01
12/14/2021 15:00,0.01,,,,,,
12/14/2021 15:20,,,0.01,,,,
12/14/2021 15:24,,,,,,,0.01
12/14/2021 15:42,,,,,,,0.01
12/14/2021 15:45,0.01,,,,,,
12/14/2021 15:49,,,,,0.01,,
12/14/2021 15:49,,,,,,,0.01
12/14/2021 15:50,,,,,0.01,,
12/14/2021 15:51,,,,,0.01,,
12/14/2021 15:54,,,0.01,,,,
12/14/2021 15:54,,0.01,,,,,
12/14/2021 15:55,,0.01,,,,,
12/14/2021 15:55,,,,,,,0.01
12/14/2021 15:55,,0.01,,,,,
12/14/2021 15:56,,,0.01,,,,
12/14/2021 15:57,,,0.01,,,,
12/14/2021 16:01,0.01,,,,,,
12/14/2021 16:02,,,,,,,0.01
12/14/2021 16:03,,,,,0.01,,
12/14/2021 16:04,,0.01,,,,,
12/14/2021 16:07,,,0.01,,,,
12/14/2021 16:08,,,,,,,0.01
12/14/2021 16:12,,,,,,,0.01
12/15/2021 1:15,0.01,,,,,,
12/15/2021 9:34,,,,,,,0.01
12/15/2021 9:50,,,,,0.01,,
12/15/2021 11:59,,,,0.01,,,
12/16/2021 8:49,,0.01,,,,,
12/16/2021 8:49,,0.01,,,,,
12/16/2021 8:49,,0.01,,,,,
12/16/2021 8:51,,,,,,0.01,
12/16/2021 8:53,,0.01,,,,,
12/16/2021 20:21,,,,,,,0.01
12/16/2021 20:42,,,,,,,0.01
12/16/2021 21:12,,,0.01,,,,
12/16/2021 21:26,,,,,,,0.01
12/16/2021 21:32,0.01,,,,,,
12/16/2021 21:33,,,,,,,0.01
12/16/2021 21:38,,,,,,,0.01
12/16/2021 21:46,0.01,,,,,,
12/16/2021 21:54,0.01,,,,,,
12/16/2021 21:59,,,,,,,0.01
12/16/2021 21:59,0.01,,,,,,
12/16/2021 22:02,,,,,,,0.01
12/16/2021 22:03,,,0.01,,,,
12/16/2021 22:05,0.01,,,,,,
12/16/2021 22:08,,,,,,,0.01
12/16/2021 22:11,0.01,,,,,,
12/16/2021 22:15,,,,,,,0.01
12/16/2021 22:25,0.01,,,,,,
12/16/2021 22:26,,,,,,,0.01
12/16/2021 22:27,,,0.01,,,,
12/16/2021 22:38,,,,,,,0.01
12/16/2021 22:43,,,,,,,0.01
12/16/2021 22:58,,0.01,,,,,
12/16/2021 23:52,,,,,,0.01,
12/16/2021 23:54,,,,,,0.01,
12/16/2021 23:58,,,,,,0.01,
12/17/2021 0:05,,,,,,0.01,
12/17/2021 0:23,,,,,,0.01,
12/17/2021 0:43,,,0.01,,,,
12/17/2021 1:02,0.01,,,,,,
12/17/2021 1:03,,,,,,0.01,
12/17/2021 2:30,0.01,,,,,,
12/17/2021 5:23,,0.01,,,,,
12/20/2021 5:22,,0.01,,,,,
12/23/2021 6:01,,,,,,,0.01
12/23/2021 6:53,0.01,,,,,,
12/23/2021 7:16,,,,,,,0.01
12/23/2021 7:44,,,,,,,0.01
12/23/2021 7:50,,,,,,,0.01
12/23/2021 7:53,0.01,,,,,,
12/23/2021 7:55,,,,,,,0.01
12/23/2021 8:11,,,,,,,0.01
12/23/2021 8:25,0.01,,,,,,
12/23/2021 8:35,,,,,,,0.01
12/23/2021 8:49,,,,,,,0.01
12/23/2021 9:02,,,,,,,0.01
12/23/2021 9:09,0.01,,,,,,
12/23/2021 9:11,,,,,,,0.01
12/23/2021 9:20,,,,,,,0.01
12/23/2021 10:16,,,,,,,0.01
12/23/2021 11:29,,,,,,,0.01
12/23/2021 11:31,,0.01,,,,,
12/23/2021 11:31,,,,,0.01,,
12/23/2021 11:31,,,,,0.01,,
12/23/2021 11:32,0.01,,,,,,
12/23/2021 11:32,,,0.01,,,,
12/23/2021 11:36,0.01,,,,,,
12/23/2021 11:46,0.01,,,,,,
12/23/2021 11:54,,,,,,,0.01
12/23/2021 12:01,,,0.01,,,,
12/23/2021 12:03,,,,,,,0.01
12/23/2021 12:05,0.01,,,,,,
12/23/2021 12:06,,,,0.01,,,
12/23/2021 12:10,,,,,,,0.01
12/23/2021 12:10,,,,0.01,,,
12/23/2021 12:11,,0.01,,,,,
12/23/2021 12:15,,,,0.01,,,
12/23/2021 12:16,,,,,,,0.01
12/23/2021 12:18,0.01,,,,,,
12/23/2021 12:19,,,,0.01,,,
12/23/2021 12:20,,0.01,,,,,
12/23/2021 12:21,,,,0.01,,,
12/23/2021 12:22,0.01,,,,,,
12/23/2021 12:23,,,,,,,0.01
12/23/2021 12:23,,,0.01,,,,
12/23/2021 12:25,,,,,,0.01,
12/23/2021 12:26,,,,,,,0.01
12/23/2021 12:27,0.01,,,,,,
12/23/2021 12:27,,,,0.01,,,
12/23/2021 12:31,,,,0.01,,,
12/23/2021 12:36,0.01,,,,,,
12/23/2021 12:37,,,,,,,0.01
12/23/2021 12:40,,,,0.01,,,
12/23/2021 12:40,,,,,,0.01,
12/23/2021 12:43,,0.01,,,,,
12/23/2021 12:45,,,,,0.01,,
12/23/2021 12:47,,,,0.01,,,
12/23/2021 12:47,,,0.01,,,,
12/23/2021 12:49,,0.01,,,,,
12/23/2021 12:51,0.01,,,,,,
12/23/2021 12:53,,,,,0.01,,
12/23/2021 12:53,,,,,,0.01,
12/23/2021 12:53,,,,,,,0.01
12/23/2021 12:56,,0.01,,,,,
12/23/2021 12:57,0.01,,,,,,
12/23/2021 13:00,,,0.01,,,,
12/23/2021 13:00,,,,,0.01,,
12/23/2021 13:01,,,,0.01,,,
12/23/2021 13:04,,0.01,,,,,
12/23/2021 13:05,,,,,,,0.01
12/23/2021 13:05,,,,,0.01,,
12/23/2021 13:09,,,0.01,,,,
12/23/2021 13:10,0.01,,,,,,
12/23/2021 13:11,,,,,,,0.01
12/23/2021 13:13,,0.01,,,,,
12/23/2021 13:13,,,,,,0.01,
12/23/2021 13:14,,,0.01,,,,
12/23/2021 13:15,0.01,,,,,,
12/23/2021 13:16,,,,,,,0.01
12/23/2021 13:19,0.01,,,,,,
12/23/2021 13:20,,,0.01,,,,
12/23/2021 13:22,,,,,,,0.01
12/23/2021 13:22,,0.01,,,,,
12/23/2021 13:23,0.01,,,,,,
12/23/2021 13:28,,,,,,,0.01
12/23/2021 13:29,,,0.01,,,,
12/23/2021 13:29,0.01,,,,,,
12/23/2021 13:35,0.01,,,,,,
12/23/2021 13:36,,,,,0.01,,
12/23/2021 13:37,,,,,,,0.01
12/23/2021 13:38,,,0.01,,,,
12/23/2021 13:44,,0.01,,,,,
12/23/2021 13:48,,,,0.01,,,
12/23/2021 13:50,,,,,,,0.01
12/23/2021 14:10,,,,,,,0.01
12/23/2021 14:15,,,,,,,0.01
12/23/2021 14:17,,,,,0.01,,
12/23/2021 14:18,,0.01,,,,,
12/23/2021 14:18,,,0.01,,,,
12/23/2021 14:21,,,,,,,0.01
12/23/2021 14:21,0.01,,,,,,
12/23/2021 14:25,,,,,,,0.01
12/23/2021 14:28,,,0.01,,,,
12/23/2021 14:29,0.01,,,,,,
12/23/2021 14:30,,,,,,,0.01
12/23/2021 14:38,,,,,,,0.01
12/23/2021 14:40,,0.01,,,,,
12/23/2021 14:41,,,,,0.01,,
12/23/2021 14:42,,,0.01,,,,
12/23/2021 14:43,,,,,,,0.01
12/23/2021 14:46,0.01,,,,,,
12/23/2021 14:47,,,,,,,0.01
12/23/2021 14:49,0.01,,,,,,
12/23/2021 14:49,,0.01,,,,,
12/23/2021 14:51,,,,,,,0.01
12/23/2021 14:51,,,,,0.01,,
12/23/2021 14:53,,,,,,0.01,
12/23/2021 14:55,0.01,,,,,,
12/23/2021 14:55,,,,,,,0.01
12/23/2021 14:55,,,0.01,,,,
12/23/2021 14:58,,,0.01,,,,
12/23/2021 14:58,,,,0.01,,,
12/23/2021 14:58,,,,,,,0.01
12/23/2021 14:59,,,,,,,0.01
12/23/2021 15:00,,,,,,,0.01
12/23/2021 15:00,,0.01,,,,,
12/23/2021 15:02,0.01,,,,,,
12/23/2021 15:02,,,,,,,0.01
12/23/2021 15:06,,,,,,,0.01
12/23/2021 15:06,0.01,,,,,,
12/23/2021 15:10,,,0.01,,,,
12/23/2021 15:11,,,,,,,0.01
12/23/2021 15:12,0.01,,,,,,
12/23/2021 15:14,,,,,0.01,,
12/23/2021 15:15,,,,,,,0.01
12/23/2021 15:18,,0.01,,,,,
12/23/2021 15:19,,,,,,0.01,
12/23/2021 15:22,,,,0.01,,,
12/23/2021 15:22,,,,,,,0.01
12/23/2021 15:23,,,0.01,,,,
12/23/2021 15:23,,,,,0.01,,
12/23/2021 15:26,,0.01,,,,,
12/23/2021 15:26,,,,,,,0.01
12/23/2021 15:30,0.01,,,,,,
12/23/2021 15:30,,,,,,,0.01
12/23/2021 15:30,,0.01,,,,,
12/23/2021 15:32,,,,,,0.01,
12/23/2021 15:32,,,,0.01,,,
12/23/2021 15:32,,,0.01,,,,
12/23/2021 15:34,,,0.01,,,,
12/23/2021 15:34,0.01,,,,,,
12/23/2021 15:35,,,,,,,0.01
12/23/2021 15:36,,,,,,,0.01
12/23/2021 15:38,,0.01,,,,,
12/23/2021 15:38,,,,,,,0.01
12/23/2021 15:39,0.01,,,,,,
12/23/2021 15:40,,,,,0.01,,
12/23/2021 15:40,,,,,,0.01,
12/23/2021 15:42,,,,0.01,,,
12/23/2021 15:44,0.01,,,,,,
12/23/2021 15:45,,,0.01,,,,
12/23/2021 15:47,,0.01,,,,,
12/23/2021 15:47,,,,,,,0.01
12/23/2021 15:51,,,,,,0.01,
12/23/2021 15:52,,,,0.01,,,
12/23/2021 15:56,0.01,,,,,,
12/23/2021 16:00,,,,,,,0.01
12/23/2021 16:01,,,,,0.01,,
12/23/2021 16:02,,,,,,0.01,
12/23/2021 16:02,,,,0.01,,,
12/23/2021 16:05,,0.01,,,,,
12/23/2021 16:05,,,0.01,,,,
12/23/2021 16:11,0.01,,,,,,
12/23/2021 16:12,,,,,0.01,,
12/23/2021 16:15,,,,0.01,,,
12/23/2021 16:15,,,,,,0.01,
12/23/2021 16:16,,,,,,,0.01
12/23/2021 16:16,,0.01,,,,,
12/23/2021 16:22,,,,,0.01,,
12/23/2021 16:24,,,0.01,,,,
12/23/2021 16:24,,0.01,,,,,
12/23/2021 16:25,,,,,,0.01,
12/23/2021 16:26,,,,,,,0.01
12/23/2021 16:27,,,,0.01,,,
12/23/2021 16:30,,,,,0.01,,
12/23/2021 16:31,,,0.01,,,,
12/23/2021 16:31,,0.01,,,,,
12/23/2021 16:33,,,,,,0.01,
12/23/2021 16:33,0.01,,,,,,
12/23/2021 16:35,,,,,,,0.01
12/23/2021 16:36,,,,0.01,,,
12/23/2021 16:39,,0.01,,,,,
12/23/2021 16:40,,,,,,0.01,
12/23/2021 16:42,0.01,,,,,,
12/23/2021 16:43,,,,0.01,,,
12/23/2021 16:45,,,,,0.01,,
12/23/2021 16:46,,,0.01,,,,
12/23/2021 16:50,,,,,,,0.01
12/23/2021 16:51,,0.01,,,,,
12/23/2021 16:52,,,,,,0.01,
12/23/2021 16:52,,,,0.01,,,
12/23/2021 16:53,0.01,,,,,,
12/23/2021 16:53,,,,,0.01,,
12/23/2021 16:59,,,0.01,,,,
12/23/2021 17:00,,0.01,,,,,
12/23/2021 17:05,,,,,0.01,,
12/23/2021 17:05,0.01,,,,,,
12/23/2021 17:05,,,,,,0.01,
12/23/2021 17:06,,,,0.01,,,
12/23/2021 17:06,,,,,,,0.01
12/23/2021 17:09,,0.01,,,,,
12/23/2021 17:15,,,,0.01,,,
12/23/2021 17:16,,,,,,0.01,
12/23/2021 17:18,,,0.01,,,,
12/23/2021 17:20,0.01,,,,,,
12/23/2021 17:37,,0.01,,,,,
12/23/2021 17:42,,,,,,,0.01
12/23/2021 17:47,,,,0.01,,,
12/23/2021 17:51,,,,,,,0.01
12/23/2021 17:53,0.01,,,,,,
12/23/2021 17:59,,,0.01,,,,
12/23/2021 18:16,,,,,0.01,,
12/23/2021 18:17,,0.01,,,,,
12/23/2021 18:20,,,,,,0.01,
12/23/2021 18:28,,,,,0.01,,
12/23/2021 18:30,0.01,,,,,,
12/23/2021 18:31,,,,,,,0.01
12/23/2021 18:37,,,,,0.01,,
12/23/2021 18:39,,,0.01,,,,
12/23/2021 18:40,,0.01,,,,,
12/23/2021 18:43,,,,,0.01,,
12/23/2021 18:45,,,,,,,0.01
12/23/2021 18:45,0.01,,,,,,
12/23/2021 18:45,,,0.01,,,,
12/23/2021 18:49,,,,,0.01,,
12/23/2021 18:50,,,,,,,0.01
12/23/2021 18:50,,,0.01,,,,
12/23/2021 18:51,,0.01,,,,,
12/23/2021 18:53,,,,,,,0.01
12/23/2021 18:53,0.01,,,,,,
12/23/2021 18:54,,,,0.01,,,
12/23/2021 18:54,,,,,,0.01,
12/23/2021 18:56,,,,,,,0.01
12/23/2021 18:57,,,,,0.01,,
12/23/2021 18:57,,0.01,,,,,
12/23/2021 18:57,,,0.01,,,,
12/23/2021 18:58,,,,,,,0.01
12/23/2021 19:00,,,,,,,0.01
12/23/2021 19:00,0.01,,,,,,
12/23/2021 19:02,,,,,,,0.01
12/23/2021 19:02,,,0.01,,,,
12/23/2021 19:03,,,,,0.01,,
12/23/2021 19:03,,0.01,,,,,
12/23/2021 19:03,,,,,,,0.01
12/23/2021 19:05,,,,,,0.01,
12/23/2021 19:06,,,,0.01,,,
12/23/2021 19:06,,,,,,,0.01
12/23/2021 19:06,0.01,,,,,,
12/23/2021 19:07,,,,,0.01,,
12/23/2021 19:08,,0.01,,,,,
12/23/2021 19:09,,,,,,,0.01
12/23/2021 19:09,,,0.01,,,,
12/23/2021 19:11,,0.01,,,,,
12/23/2021 19:11,,,,,,,0.01
12/23/2021 19:11,0.01,,,,,,
12/23/2021 19:12,,,,,,0.01,
12/23/2021 19:12,,,0.01,,,,
12/23/2021 19:12,,,,,0.01,,
12/23/2021 19:12,,,,,0.01,,
12/23/2021 19:13,,,,0.01,,,
12/23/2021 19:13,,,,,,,0.01
12/23/2021 19:14,,0.01,,,,,
12/23/2021 19:15,,,,,,,0.01
12/23/2021 19:16,,,,,0.01,,
12/23/2021 19:16,0.01,,,,,,
12/23/2021 19:17,,,,,,,0.01
12/23/2021 19:17,,,0.01,,,,
12/23/2021 19:17,,0.01,,,,,
12/23/2021 19:18,,,,,,,0.01
12/23/2021 19:19,0.01,,,,0.01,,
12/23/2021 19:19,,,,,,0.01,
12/23/2021 19:19,,0.01,,,,,
12/23/2021 19:20,,,,,,,0.01
12/23/2021 19:20,,,,0.01,,,
12/23/2021 19:21,,,0.01,,,,
12/23/2021 19:22,,,,,0.01,,
12/23/2021 19:22,,,,,,,0.01
12/23/2021 19:22,0.01,0.01,,,,,
12/23/2021 19:24,,,0.01,,,,
12/23/2021 19:24,,,,,,,0.01
12/23/2021 19:24,,,,,0.01,,
12/23/2021 19:25,,,,,,0.01,
12/23/2021 19:25,,,0.01,,,,
12/23/2021 19:25,0.01,,,,,,
12/23/2021 19:25,,,,,0.01,,
12/23/2021 19:25,,0.01,,,,,
12/23/2021 19:26,,,,,0.01,,
12/23/2021 19:26,,,,,,,0.01
12/23/2021 19:27,,,0.01,,,,
12/23/2021 19:27,,,,0.01,,,
12/23/2021 19:27,0.01,,,,,,
12/23/2021 19:27,,0.01,,,,,
12/23/2021 19:28,,,,,,,0.01
12/23/2021 19:28,,,,,,0.01,
12/23/2021 19:29,,,0.01,,,,
12/23/2021 19:29,,,,,0.01,,
12/23/2021 19:29,,,,,0.01,,
