Jurisdiction,FacilityID,ObsRecordDate,FlowCondition,PersistentFlow,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,OCFSLocation,MaintenanceIssue,FlowConnectivity,PointY,PointX
Laguna Niguel,L03-418-3,6/23/2022,Pooled or Ponded,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Yellow tint,No flow. Discharge is stagnant.,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Partial - Significant Distance,33.55476752,-117.6759611
Laguna Niguel,L03-418-3,8/4/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.55476752,-117.6759611
Laguna Niguel,L03-418-8,6/15/2022,Flowing,Yes,Priority,61,3205,0.1,,Below Average Discharge,Green tint,Not present,,Not Present (0 Items),,Yes,Yes,None,Direct Connection,33.5575697,-117.6763089
Laguna Niguel,L03-418-8,8/18/2022,Flowing,Yes,Priority,61,2853,0.098182,,Below Average Discharge,Green tint,Not present,Bird poop,Not Present (0 Items),,Yes,Yes,None,Direct Connection,33.5575697,-117.6763089
San Juan Capistrano,L03-455-2,7/6/2022,Flowing,Yes,Not A Priority,,,0.002,0.001,Below Average Discharge,,,Two crayfish in path of flow. Duckings and birds in RW,,,,,,,33.53743191,-117.6756802
San Juan Capistrano,L03-455-2,7/6/2022,Flowing,Yes,Not A Priority,,2043,0.041379,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,Direct Connection,33.53743191,-117.6756802
San Juan Capistrano,L03-455-2,8/11/2022,Flowing,Yes,Not A Priority,,,0.001,0.001,Below Average Discharge,,,,,,,,,,33.53743191,-117.6756802
San Juan Capistrano,L03-455-2,8/11/2022,Flowing,Yes,Not A Priority,,2188,0.001221,,Below Average Discharge,"Brown ""tea"" tint",Not present,,Sparse (<10 Items),In flow path of outfall,,,None,Direct Connection,33.53743191,-117.6756802
San Juan Capistrano,L03-455-3 (L03P37),7/6/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.53870259,-117.6755821
San Juan Capistrano,L03-455-3 (L03P37),8/11/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.53870259,-117.6755821
San Juan Capistrano,L03-455-4,7/6/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Wasp nest,Sparse (<10 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.5397457,-117.6754624
San Juan Capistrano,L03-455-4,8/11/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.5397457,-117.6754624
Laguna Niguel,L03-455-5,7/6/2022,Dry,Unknown,Priority,41,,,,Below Average Discharge,Not present,Not present,Wasp nest,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.54240864,-117.6750535
Laguna Niguel,L03-455-5,9/21/2022,Dry,Unknown,Priority,41,,,,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.54240864,-117.6750535
Laguna Niguel,L03-455-6,7/6/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.54323122,-117.6748569
Laguna Niguel,L03-455-6,9/21/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.54323122,-117.6748569
Laguna Niguel,L03-455-7,7/6/2022,Flowing,Yes,Priority,56,,0.009,0.004,Below Average Discharge,,,,,,,,,,33.54509046,-117.6746664
Laguna Niguel,L03-455-7,7/6/2022,Flowing,Yes,Priority,56,6856,0.008571,,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,None,Direct Connection,33.54509046,-117.6746664
Laguna Niguel,L03-455-7,9/21/2022,Flowing,Yes,Priority,56,6270,0.02,,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,,Direct Connection,33.54509046,-117.6746664
Mission Viejo,L03-662-3 (L03P16),6/14/2022,Flowing,Yes,Priority,82,,,,20% Or More Above Average Discharge,,,,,,Yes,,,,33.62464864,-117.6482508
Mission Viejo,L03-662-3 (L03P16),6/14/2022,Flowing,Yes,Priority,82,2584,0.066,,20% Or More Above Average Discharge,Not present,Not present,Turb 2.23,Not Present (0 Items),,Yes,,None,Partial - Significant Distance,33.62464864,-117.6482508
Mission Viejo,L03-662-3 (L03P16),8/23/2022,Flowing,Yes,Priority,82,,,0.028,20% Or More Above Average Discharge,,,,,,Yes,,,,33.62464864,-117.6482508
Mission Viejo,L03-662-3 (L03P16),8/23/2022,Flowing,Yes,Priority,82,3390.4,0.198473,,20% Or More Above Average Discharge,Not present,Clear,Yellow tint when collected in bucket,Sparse (<10 Items),In flow path of outfall,Yes,,None,Partial - Significant Distance,33.62464864,-117.6482508
Mission Viejo,L03-691-1 (L03P09),7/6/2022,Pooled or Ponded,Yes,Priority,39,,,,Below Average Discharge,,,,,,,,,,33.58531041,-117.6620071
Mission Viejo,L03-691-1 (L03P09),7/6/2022,Pooled or Ponded,Yes,Priority,39,5280,0.3,,Below Average Discharge,Yellow tint,Not present,Sounds of flowing water back of drain,Moderate (11-50 Items),Within area surrounding outfall,,,Clogged,Partial - Significant Distance,33.58531041,-117.6620071
Mission Viejo,L03-693-1 (L03P11),7/6/2022,Flowing,Yes,Priority,55,,0.037,0.011,Above Average Discharge,,,,,,,Yes,,,33.59775734,-117.6557352
Mission Viejo,L03-693-1 (L03P11),7/6/2022,Flowing,Yes,Priority,55,3574,0.028,,Above Average Discharge,Green tint,Not present,Suds/foam,Moderate (11-50 Items),In flow path of outfall,,Yes,,Direct Connection,33.59775734,-117.6557352
Mission Viejo,L03-693-1 (L03P11),8/23/2022,Flowing,Yes,Priority,55,,,0.011,Above Average Discharge,,,,,,,Yes,,,33.59775734,-117.6557352
Mission Viejo,L03-693-1 (L03P11),8/23/2022,Flowing,Yes,Priority,55,4087.3,0.110294,,Above Average Discharge,Not present,Not present,Volumetric:1.7 L/5.40 sec,Moderate (11-50 Items),In flow path of outfall,,Yes,Graffiti,Direct Connection,33.59775734,-117.6557352
Laguna Niguel,L03-708-1,6/15/2022,Flowing,Yes,Priority,45,,,0.007,20% Or More Above Average Discharge,,,Discharge - elevated flow - about 5 minutes,,,,,,,33.55750288,-117.6765187
Laguna Niguel,L03-708-1,6/15/2022,Flowing,Yes,Priority,45,,0.066,0.049,20% Or More Above Average Discharge,,,,,,,,,,33.55750288,-117.6765187
Laguna Niguel,L03-708-1,6/15/2022,Flowing,Yes,Priority,45,3226,0.0324,,20% Or More Above Average Discharge,Surface scum,Not present,"Dried leaves, mud, plastic bag in pipe, foam at outlet",Sparse (<10 Items),In flow path of outfall,,,Sediment,Direct Connection,33.55750288,-117.6765187
Laguna Niguel,L03-708-1,8/18/2022,Flowing,Yes,Priority,45,,,0.003,20% Or More Above Average Discharge,,,,,,,,,,33.55750288,-117.6765187
Laguna Niguel,L03-708-1,8/18/2022,Flowing,Yes,Priority,45,4073,0.029,,20% Or More Above Average Discharge,Not present,Not present,Leaf litter.  .5 L in 7 sec,,,,,,Direct Connection,33.55750288,-117.6765187
Laguna Niguel,L03-708-11 (L03P05),6/23/2022,Flowing,Yes,Priority,48,,0.19,0.022,Below Average Discharge,,,,,,,,,,33.56274915,-117.6758732
Laguna Niguel,L03-708-11 (L03P05),6/23/2022,Flowing,Yes,Priority,48,1580,0.171701,,Below Average Discharge,"Brown ""tea"" tint",Not present,Dead skunk,Moderate (11-50 Items),In flow path of outfall,,,None,Direct Connection,33.56274915,-117.6758732
Laguna Niguel,L03-708-11 (L03P05),8/4/2022,Flowing,Yes,Priority,48,,0.087,0.012,Below Average Discharge,,,,,,,,,,33.56274915,-117.6758732
Laguna Niguel,L03-708-11 (L03P05),8/4/2022,Flowing,Yes,Priority,48,2413,0.034682,,Below Average Discharge,Not present,Yellow tint,,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.56274915,-117.6758732
Laguna Niguel,L03-708-13,6/23/2022,Flowing,Yes,Priority,37,3.417,0.09,,Below Average Discharge,Not present,Yellow tint,Small fish in channel,Moderate (11-50 Items),Within area surrounding outfall,,,Graffiti,Direct Connection,33.5646113,-117.6738002
Laguna Niguel,L03-708-13,8/4/2022,Flowing,Yes,Priority,37,3218,0.016923,,Below Average Discharge,Not present,Yellow tint,Volumetric measurement: 1.75 L in 5 sec,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.5646113,-117.6738002
Laguna Niguel,L03-708-5,6/23/2022,Dry,Unknown,Priority,43,,,,Below Average Discharge,Not present,Yellow tint,Dry. No outfall discharge.,Not Present (0 Items),,,,Other - See Comments,None - Flow Infiltrates or Outfall is Dry,33.56113153,-117.6765599
Laguna Niguel,L03-708-5,8/4/2022,Dry,Unknown,Priority,43,,,,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.56113153,-117.6765599
Laguna Niguel,L03-708-9,6/23/2022,Flowing,Yes,Priority,53,5766,0.00525,,Below Average Discharge,Not present,Yellow tint,Birds dwelling in receiving waters,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.56260598,-117.6759516
Laguna Niguel,L03-708-9,8/4/2022,Flowing,Yes,Priority,53,,0.007,0.005,Below Average Discharge,,,,,,,,,,33.56260598,-117.6759516
Laguna Niguel,L03-708-9,8/4/2022,Flowing,Yes,Priority,53,4603,0.007313,,Below Average Discharge,Not present,Clear,Duck weed in the flow of outfall,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.56260598,-117.6759516
Mission Viejo,L04-136-1u (L04P07),6/29/2022,Flowing,Yes,Not A Priority,,,0.126,,Below Average Discharge,Green tint,Not present,,Not Present (0 Items),,,,Overgrown,Partial - Significant Distance,33.6084557,-117.679023
Mission Viejo,L04-136-1u (L04P07),8/23/2022,Flowing,Yes,Not A Priority,,5066,0.226573,,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,,None,Partial - Significant Distance,33.6084557,-117.679023
Mission Viejo,L04-266-5,6/14/2022,Flowing,Yes,Priority,96,,0.219,,Below Average Discharge,,,0.15 ft/sec,,,Yes,Yes,,,33.60731715,-117.6688803
Mission Viejo,L04-266-5,6/14/2022,Flowing,Yes,Priority,96,3411.8,0.215282,,Below Average Discharge,Not present,Not present,Clear water,Sparse (<10 Items),In flow path of outfall,Yes,Yes,None,Direct Connection,33.60731715,-117.6688803
Mission Viejo,L04-266-5,8/23/2022,Flowing,Yes,Priority,96,,,,Below Average Discharge,,,,,,Yes,Yes,,,33.60731715,-117.6688803
Mission Viejo,L04-266-5,8/23/2022,Flowing,Yes,Priority,96,4848,0.319568,,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,Yes,Yes,None,Direct Connection,33.60731715,-117.6688803
Mission Viejo,L04-301-1 (L04P08),6/22/2022,,Yes,Priority,52,,,,Below Average Discharge,Not present,Not present,inaccessible,,,,,,,33.59956672,-117.6743862
Mission Viejo,L04-672-1,6/29/2022,,Yes,Priority,64,,0.106,0.059,Below Average Discharge,,,,,,Yes,,,,33.612238,-117.680662
Mission Viejo,L04-672-1,6/29/2022,Flowing,Yes,Priority,64,3758,0.109412,,Below Average Discharge,Green tint,Not present,5 liters in 3 sec,Sparse (<10 Items),Within area surrounding outfall,Yes,,,Partial - Significant Distance,33.612238,-117.680662
Mission Viejo,L04-672-1,8/23/2022,Flowing,Yes,Priority,64,,,0.05,Below Average Discharge,,,,,,Yes,,,,33.612238,-117.680662
Mission Viejo,L04-672-1,8/23/2022,Flowing,Yes,Priority,64,5223,0.178218,,Below Average Discharge,"Brown ""tea"" tint",Not present,Grey and white heron.  Cobwebs,Sparse (<10 Items),In flow path of outfall,Yes,,None,Partial - Significant Distance,33.612238,-117.680662
Mission Viejo,L04-702-1 (L04P02),8/2/2022,Flowing,Yes,Priority,43,,0.057143,,20% Or More Above Average Discharge,Not present,Not present,"Channel is backed up into outfall, Mud too thick to access for flow measurements, measurements are estimated, small fish in direct path of outfall, observed from path above",Not Present (0 Items),,,,,Direct Connection,33.58054037,-117.6732684
Mission Viejo,L04-702-1 (L04P02),9/1/2022,Pooled or Ponded,Yes,Priority,43,,,,20% Or More Above Average Discharge,Not present,Not present,,,,,,,Direct Connection,33.58054037,-117.6732684
Mission Viejo,L04-702-4,8/2/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.58274692,-117.6733936
Mission Viejo,L04-702-4,9/1/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,,,,,,None - Flow Infiltrates or Outfall is Dry,33.58274692,-117.6733936
Orange Co,L05-049-1,10/26/2021,Flowing,Yes,Priority,65,2779.3,0.2496,,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,Yes,,None,Direct Connection,33.53474971,-117.6461891
Orange Co,L05-049-1,6/16/2022,Flowing,Yes,Priority,65,,0.539,,20% Or More Above Average Discharge,,,,,,Yes,,,,33.53474971,-117.6461891
Orange Co,L05-049-1,6/16/2022,Flowing,Yes,Priority,65,2449.4,0.430769,,20% Or More Above Average Discharge,Not present,Not present,Yellow tinted watee,Sparse (<10 Items),In flow path of outfall,Yes,,Graffiti,Direct Connection,33.53474971,-117.6461891
Orange Co,L05-049-1,9/6/2022,Flowing,Yes,Priority,65,,,0.163,20% Or More Above Average Discharge,,,,,,Yes,,,,33.53474971,-117.6461891
Orange Co,L05-049-1,9/6/2022,Flowing,Yes,Priority,65,2843,0.6,,20% Or More Above Average Discharge,Not present,Not present,Leaf litter and soil behind weir. Floating leaf collected ds of weir,Moderate (11-50 Items),Within area surrounding outfall,Yes,,Sediment,Direct Connection,33.53474971,-117.6461891
Orange Co,L05-049-2,9/6/2022,Flowing,Yes,Not A Priority,,3481,0.2346,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,Graffiti,Direct Connection,33.53473606,-117.6461501
Orange Co,L05-489-3,6/16/2022,Flowing,Yes,Priority,90,,1.552,,Below Average Discharge,,,,,,Yes,Yes,,,33.52980214,-117.6465378
Orange Co,L05-489-3,6/16/2022,Flowing,Yes,Priority,90,2537.3,1.516667,,Below Average Discharge,Not present,Not present,Yellow tinted watwe,Not Present (0 Items),,Yes,Yes,None,Direct Connection,33.52980214,-117.6465378
Orange Co,L05-489-3,9/6/2022,Flowing,Yes,Priority,90,,,,Below Average Discharge,,,,,,Yes,Yes,,,33.52980214,-117.6465378
Orange Co,L05-489-3,9/6/2022,Flowing,Yes,Priority,90,3524,0.63,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,Yes,Yes,None,Direct Connection,33.52980214,-117.6465378
Orange Co,L05-489-3d,6/16/2022,Flowing,Yes,,,4250.6,1.96248,,Below Average Discharge,Not present,Not present,Greenish tinted water,Sparse (<10 Items),Within area surrounding outfall,,,None,Direct Connection,33.52889781,-117.6466248
Orange Co,L05-489-3d,9/6/2022,Flowing,Yes,,,4732,2.053333,,Below Average Discharge,Not present,Not present,Includes discharge from a side pipe from the basin,Not Present (0 Items),,,,None,Direct Connection,33.52889781,-117.6466248
Orange Co,L05-489-4,6/16/2022,Pooled or Ponded,Yes,Priority,36,,,,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.5293593,-117.6460727
Orange Co,L05-489-4,9/6/2022,Pooled or Ponded,Yes,Priority,36,,,,20% Or More Above Average Discharge,Not present,Not present,,Moderate (11-50 Items),,,,Overgrown,Direct Connection,33.5293593,-117.6460727
Orange Co,L05-489-7,6/16/2022,Flowing,Yes,Priority,51,,,0.013,20% Or More Above Average Discharge,,,,,,,,,,33.53268584,-117.646724
Orange Co,L05-489-7,6/16/2022,Pooled or Ponded,Yes,Priority,51,3417.8,0.113565,,20% Or More Above Average Discharge,Not present,Not present,Clear water,Sparse (<10 Items),In flow path of outfall,,,None,Direct Connection,33.53268584,-117.646724
Orange Co,L05-489-7,9/6/2022,Flowing,Yes,Priority,51,,,0.028,20% Or More Above Average Discharge,,,,,,,,,,33.53268584,-117.646724
Orange Co,L05-489-7,9/6/2022,Flowing,Yes,Priority,51,3936,0.1368,,20% Or More Above Average Discharge,Not present,Not present,Leaf litter,Sparse (<10 Items),Within area surrounding outfall,,,None,Direct Connection,33.53268584,-117.646724
San Juan Capistrano,L05-503-1,6/22/2022,Flowing,Yes,Priority,53,4063,0.034286,,20% Or More Above Average Discharge,Not present,Not present,"Methane, ponds up front",Moderate (11-50 Items),In flow path of outfall,Yes,,Graffiti,Direct Connection,33.510673,-117.657309
San Juan Capistrano,L05-503-1,9/6/2022,Flowing,Yes,Priority,53,4029.18,0.094286,,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,Yes,,,Direct Connection,33.510673,-117.657309
Laguna Beach,LC01-11446-1,7/5/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Not present,Somewhat eroded,Sparse (<10 Items),In flow path of outfall,,,Other - See Comments,Direct Connection,33.5540555,-117.8159132
Laguna Beach,LC01-11446-1,9/7/2022,Flowing,Yes,Not A Priority,,2026.6,0.0072,,Below Average Discharge,Not present,"Brown ""tea"" tint",,Sparse (<10 Items),In flow path of outfall,,,None,Partial - Significant Distance,33.5540555,-117.8159132
Laguna Beach,LC02-11508-2,7/5/2022,Flowing,Yes,Not A Priority,,9369,0.009125,,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,Direct Connection,33.54553581,-117.7953219
Laguna Beach,LC02-11508-2,8/16/2022,Flowing,Yes,Not A Priority,,6053.327,0.007273,,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,Undetermined,33.54553581,-117.7953219
Laguna Beach,LC02-11508-3,7/5/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Barbed wire poking out and rust erosion,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.54503213,-117.7946238
Laguna Beach,LC02-11508-3,8/16/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,,,,,,None - Flow Infiltrates or Outfall is Dry,33.54503213,-117.7946238
Laguna Beach,LC03-11515-1,7/5/2022,Pooled or Ponded,Yes,,,,,,20% Or More Above Average Discharge,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,,Direct Connection,33.519603,-117.762756
Laguna Beach,LC03-11515-1,9/1/2022,Flowing,Yes,,,6750,0.017962,,20% Or More Above Average Discharge,Not present,Clear,Volumetric measurement: 0.6 L in 5 seconds. Source of trash may be from trash cans near the outfall location.,Moderate (11-50 Items),In flow path of outfall,,,Other - See Comments,None - Flow Infiltrates or Outfall is Dry,33.519603,-117.762756
Laguna Beach,LC05-11017-1,7/5/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.51296498,-117.7553384
Laguna Beach,LC05-11017-1,8/29/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Sparse (<10 Items),,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.51296498,-117.7553384
Laguna Beach,LC06-11019-1,6/21/2022,Flowing,Yes,Not A Priority,,,0.12,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.54303857,-117.7894605
Laguna Beach,LC06-11019-1,8/16/2022,Flowing,Yes,Not A Priority,,3969,0.00265,,Below Average Discharge,Not present,Not present,Foam present,Not Present (0 Items),,,,,Direct Connection,33.54303857,-117.7894605
Laguna Beach,LC06-11509-2,6/21/2022,Flowing,Yes,Not A Priority,,,0.007759,,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.54345981,-117.790788
Laguna Beach,LC06-11509-2,7/5/2022,Flowing,Yes,Not A Priority,,5996,,,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,Partial - Significant Distance,33.54345981,-117.790788
Laguna Beach,LC06-11509-2,8/16/2022,Flowing,Yes,Not A Priority,,4005,0.013333,,Below Average Discharge,Not present,Not present,Keep off sign present in front of outfall,Not Present (0 Items),,,,None,Direct Connection,33.54345981,-117.790788
San Clemente,M00.1-071-2 (M00S04),7/19/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,Orange algae in outfall path,Moderate (11-50 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.40925249,-117.6086379
San Clemente,M00.1-071-2 (M00S04),8/30/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,"Leaf litter in path, orange algae, oil like sheen further down path",Sparse (<10 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.40925249,-117.6086379
San Clemente,M00.1-071-3 (M00S04),7/19/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Not present,Bubbles on surface,Sparse (<10 Items),In flow path of outfall,,,,Direct Connection,33.41325504,-117.6028265
San Clemente,M00.1-071-3 (M00S04),8/30/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Not present,Fallen fence in path of outfall,Moderate (11-50 Items),In flow path of outfall,,,,Direct Connection,33.41325504,-117.6028265
San Clemente,M00.2-066-1 (M00S07),7/19/2022,Flowing,Yes,Not A Priority,,7.92,0.00625,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,Partial - Significant Distance,33.42317767,-117.6230591
San Clemente,M00.2-066-1 (M00S07),8/8/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Not present,"Orange color, cracked structure",Sparse (<10 Items),In flow path of outfall,,,,Partial - Significant Distance,33.42317767,-117.6230591
San Clemente,M01-008-1,7/26/2022,Pooled or Ponded,Unknown,,,,,,Equal,Not present,Not present,Ponded water could be from pipes on HOA,Moderate (11-50 Items),Within area surrounding outfall,,,,Direct Connection,33.477835,-117.627728
San Clemente,M01-008-1,9/15/2022,Pooled or Ponded,Unknown,,,,,,Equal,Not present,Not present,Ponded from sprinkler on hillside,Moderate (11-50 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.477835,-117.627728
San Clemente,M01-038-3,7/26/2022,Flowing,Yes,,,,1.8E-05,,20% Or More Above Average Discharge,Not present,Not present,Not enough flow for conductivity measurements,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.46498894,-117.6392615
San Clemente,M01-038-3,9/15/2022,Flowing,Yes,,,3400,0.0192,,20% Or More Above Average Discharge,Not present,Not present,Sheet flow from grass upstream.  Bright yellow water.  Volumetric .6 l 10 sec,Not Present (0 Items),,,,,Direct Connection,33.46498894,-117.6392615
San Clemente,M01-038-6,7/26/2022,,Yes,Priority,48,10271,0.001667,,Below Average Discharge,Not present,Not present,Volumetric flow: 250 mL/5 seconds,Moderate (11-50 Items),Within area surrounding outfall,,,None,Direct Connection,33.46494853,-117.6392989
San Clemente,M01-038-6,9/15/2022,Flowing,Yes,Priority,48,11895,0.008,,Below Average Discharge,Not present,Not present,Rust colored biofilm ; .2 l in 10 sec,Moderate (11-50 Items),In flow path of outfall,,,,Direct Connection,33.46494853,-117.6392989
San Clemente,M01-042-1 (M01S01),6/30/2022,Flowing,Yes,Priority,54,,,0.001,Below Average Discharge,,,,,,Yes,Yes,,,33.45444672,-117.6234442
San Clemente,M01-042-1 (M01S01),6/30/2022,Flowing,Yes,Priority,54,26913,0.0016,,Below Average Discharge,Not present,Yellow tint,,Sparse (<10 Items),Within area surrounding outfall,Yes,Yes,Graffiti,Partial - Significant Distance,33.45444672,-117.6234442
San Clemente,M01-042-1 (M01S01),9/8/2022,Flowing,Yes,Priority,54,,,0.001,Below Average Discharge,,,,,,Yes,Yes,,,33.45444672,-117.6234442
San Clemente,M01-042-1 (M01S01),9/8/2022,Flowing,Yes,Priority,54,26921,0.002222,,Below Average Discharge,Not present,Chocolate milk,.625 L/30sec,Moderate (11-50 Items),In flow path of outfall,Yes,Yes,Graffiti,Partial - Significant Distance,33.45444672,-117.6234442
San Clemente,M01-047-1,6/30/2022,Flowing,Yes,Priority,65,9896,0.2394,,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,Yes,,None,Direct Connection,33.44252141,-117.6419501
San Clemente,M01-047-1,9/8/2022,Flowing,Yes,Priority,65,11187.9,0.588387,,20% Or More Above Average Discharge,Not present,Not present,Yellow tinted water,Sparse (<10 Items),In flow path of outfall,Yes,,None,Direct Connection,33.44252141,-117.6419501
San Clemente,M01-050-4 (M01@CGV),7/26/2022,Flowing,Yes,Priority,62,,,0.013,Below Average Discharge,,,,,,,Yes,,,33.44580832,-117.6441503
San Clemente,M01-050-4 (M01@CGV),7/26/2022,Flowing,Yes,Priority,62,9763,0.039669,,Below Average Discharge,Not present,Not present,Volumetric 1.8 L in 5 sec,Moderate (11-50 Items),Within area surrounding outfall,,Yes,,Direct Connection,33.44580832,-117.6441503
San Clemente,M01-050-4 (M01@CGV),9/15/2022,,Yes,Priority,62,,,0.011,Below Average Discharge,,,,,,,Yes,,,33.44580832,-117.6441503
San Clemente,M01-050-4 (M01@CGV),9/15/2022,Flowing,Yes,Priority,62,,0.0144,,Below Average Discharge,Not present,Not present,6.2 l in 20 sec,Sparse (<10 Items),In flow path of outfall,,Yes,,Direct Connection,33.44580832,-117.6441503
San Clemente,M01-050-7,7/26/2022,Dry,Unknown,,,,,,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.44303405,-117.6437941
San Clemente,M01-050-7,9/15/2022,Flowing,Unknown,,,3027,8.0E-06,,20% Or More Above Average Discharge,Not present,Not present,.2 l in 60 sec,Sparse (<10 Items),In flow path of outfall,,,,Direct Connection,33.44303405,-117.6437941
Dana Point,M01-060-3,7/20/2022,Flowing,Yes,Not A Priority,,9426,0.476809,,Above Average Discharge,"Brown ""tea"" tint",Not present,Ponding on beach.  Turb is 4.66 NTU,Not Present (0 Items),,,,,Partial - Significant Distance,33.4412889,-117.6450087
Dana Point,M01-060-3,9/28/2022,Flowing,Yes,Not A Priority,,8092,0.843429,,Above Average Discharge,Chocolate milk,Not present,Sediment (with organic material about 1? deep).  Collected sample about 10 meters upstream of access at stairway where sample wouldn?t be impacted by sediment).  Turb 2.9 NTU,Moderate (11-50 Items),In flow path of outfall,,,Sediment,Direct Connection,33.4412889,-117.6450087
San Clemente,M01-099-1,7/26/2022,Flowing,Yes,Priority,56,,,0.005,Below Average Discharge,,,,,,,,,,33.45679464,-117.6422838
San Clemente,M01-099-1,7/26/2022,Flowing,Yes,Priority,56,9448,0.003086,,Below Average Discharge,Not present,Not present,Volumetric:  750 ml in 5 seconds,Not Present (0 Items),,,,,Direct Connection,33.45679464,-117.6422838
