Jurisdiction,FacilityID,ObsRecordDate,FlowCondition,PersistentFlow,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,OCFSLocation,MaintenanceIssue,FlowConnectivity,PointY,PointX,Date
Rancho Santa Margarita,L02-246-1 (L11P01),8/25/2022,Flowing,Yes,Priority,71,2324,0.06,NA,20% Or More Above Average Discharge,Not present,Surface scum,Sample collected from above and flow estimated from above.  Vegetation is clogging dissipator so cannot access pipe directly.,Abundant (>50 Items),In flow path of outfall,Yes,,Clogged,Direct Connection,33.6104653,-117.6166004,2022-08-25
Rancho Santa Margarita,L02-622-1 (L02P28),7/27/2022,Pooled or Ponded,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Wet water mark.  Steep slope and eroded; Observed from open manhole above,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Undetermined,33.63591715,-117.6157749,2022-07-27
Rancho Santa Margarita,L02-622-1 (L02P28),9/20/2022,Flowing,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,,,None,Undetermined,33.63591715,-117.6157749,2022-09-20
Rancho Santa Margarita,L02-641-1,6/27/2022,Flowing,Yes,Priority,63,1248.6,0.0468,NA,20% Or More Above Average Discharge,"Brown ""tea"" tint",,Sediment present downstream of outfall,Moderate (11-50 Items),Within area surrounding outfall,Yes,,Graffiti,Direct Connection,33.63111659,-117.5948862,2022-06-27
Rancho Santa Margarita,L02-641-1,8/25/2022,Flowing,Yes,Priority,63,NA,NA,NA,20% Or More Above Average Discharge,,,,,,Yes,,,,33.63111659,-117.5948862,2022-08-25
Rancho Santa Margarita,L02-641-1,8/25/2022,Flowing,Yes,Priority,63,1807.1,0.40678,NA,20% Or More Above Average Discharge,Not present,Not present,Yellow tinted water,Sparse (<10 Items),In flow path of outfall,Yes,,Graffiti,Direct Connection,33.63111659,-117.5948862,2022-08-25
Rancho Santa Margarita,L02-641-2,6/27/2022,,Yes,Priority,71,NA,0.518,0.05,Below Average Discharge,,,,,,Yes,,,,33.6311147,-117.5948529,2022-06-27
Rancho Santa Margarita,L02-641-2,6/27/2022,Flowing,Yes,Priority,71,1373,0.5175,NA,Below Average Discharge,"Brown ""tea"" tint",Not present,4.25L for 3 sec,Moderate (11-50 Items),Within area surrounding outfall,Yes,,Graffiti,Direct Connection,33.6311147,-117.5948529,2022-06-27
Rancho Santa Margarita,L02-641-2,8/25/2022,Flowing,Yes,Priority,71,NA,NA,0.009,Below Average Discharge,,,,,,Yes,,,,33.6311147,-117.5948529,2022-08-25
Rancho Santa Margarita,L02-641-2,8/25/2022,Flowing,Yes,Priority,71,2101,0.228874,NA,Below Average Discharge,Not present,Yellow tint,Broken fence post at outfall mouth/dissipator Sediment build up near the mouth of outfall. Small worms at mouth of outfall.,Moderate (11-50 Items),Within area surrounding outfall,Yes,,Graffiti,Direct Connection,33.6311147,-117.5948529,2022-08-25
Rancho Santa Margarita,L03-142-1 (L03P24),7/27/2022,Flowing,Yes,Not A Priority,NA,NA,0.019,0.002,20% Or More Above Average Discharge,,,,,,,,,,33.66841886,-117.6208048,2022-07-27
Rancho Santa Margarita,L03-142-1 (L03P24),7/27/2022,Flowing,Yes,Not A Priority,NA,1911,0.010843,NA,20% Or More Above Average Discharge,Not present,Yellow tint,Curb runoff observed.  RSM WD working on street near gate to park.,Abundant (>50 Items),In flow path of outfall,,,Clogged,Undetermined,33.66841886,-117.6208048,2022-07-27
Rancho Santa Margarita,L03-142-1 (L03P24),9/1/2022,Flowing,Yes,Not A Priority,NA,NA,NA,0.001,20% Or More Above Average Discharge,,,,,,,,,,33.66841886,-117.6208048,2022-09-01
Rancho Santa Margarita,L03-142-1 (L03P24),9/1/2022,Flowing,Yes,Not A Priority,NA,1993,0.024,NA,20% Or More Above Average Discharge,Not present,Chocolate milk,Discharge 0.5L/15 sec,Moderate (11-50 Items),Within area surrounding outfall,,,,Undetermined,33.66841886,-117.6208048,2022-09-01
San Clemente,M00.1-071-2 (M00S04),7/19/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Orange algae in outfall path,Moderate (11-50 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.40925249,-117.6086379,2022-07-19
San Clemente,M00.1-071-2 (M00S04),8/30/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,"Leaf litter in path, orange algae, oil like sheen further down path",Sparse (<10 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.40925249,-117.6086379,2022-08-30
San Clemente,M00.1-071-3 (M00S04),7/19/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Bubbles on surface,Sparse (<10 Items),In flow path of outfall,,,,Direct Connection,33.41325504,-117.6028265,2022-07-19
San Clemente,M00.1-071-3 (M00S04),8/30/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Fallen fence in path of outfall,Moderate (11-50 Items),In flow path of outfall,,,,Direct Connection,33.41325504,-117.6028265,2022-08-30
San Clemente,M00.2-066-1 (M00S07),7/19/2022,Flowing,Yes,Not A Priority,NA,7.92,0.00625,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,Partial - Significant Distance,33.42317767,-117.6230591,2022-07-19
San Clemente,M00.2-066-1 (M00S07),8/8/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,"Orange color, cracked structure",Sparse (<10 Items),In flow path of outfall,,,,Partial - Significant Distance,33.42317767,-117.6230591,2022-08-08
San Clemente,M01-008-1,7/26/2022,Pooled or Ponded,Unknown,,NA,NA,NA,NA,Equal,Not present,Not present,Ponded water could be from pipes on HOA,Moderate (11-50 Items),Within area surrounding outfall,,,,Direct Connection,33.477835,-117.627728,2022-07-26
San Clemente,M01-008-1,9/15/2022,Pooled or Ponded,Unknown,,NA,NA,NA,NA,Equal,Not present,Not present,Ponded from sprinkler on hillside,Moderate (11-50 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.477835,-117.627728,2022-09-15
San Clemente,M01-038-3,7/26/2022,Flowing,Yes,,NA,NA,1.8e-5,NA,20% Or More Above Average Discharge,Not present,Not present,Not enough flow for conductivity measurements,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.46498894,-117.6392615,2022-07-26
San Clemente,M01-038-3,9/15/2022,Flowing,Yes,,NA,3400,0.0192,NA,20% Or More Above Average Discharge,Not present,Not present,Sheet flow from grass upstream.  Bright yellow water.  Volumetric .6 l 10 sec,Not Present (0 Items),,,,,Direct Connection,33.46498894,-117.6392615,2022-09-15
San Clemente,M01-038-6,7/26/2022,,Yes,Priority,48,10271,0.001667,NA,Below Average Discharge,Not present,Not present,Volumetric flow: 250 mL/5 seconds,Moderate (11-50 Items),Within area surrounding outfall,,,None,Direct Connection,33.46494853,-117.6392989,2022-07-26
San Clemente,M01-038-6,9/15/2022,Flowing,Yes,Priority,48,11895,0.008,NA,Below Average Discharge,Not present,Not present,Rust colored biofilm ; .2 l in 10 sec,Moderate (11-50 Items),In flow path of outfall,,,,Direct Connection,33.46494853,-117.6392989,2022-09-15
San Clemente,M01-042-1 (M01S01),6/30/2022,Flowing,Yes,Priority,54,NA,NA,0.001,Below Average Discharge,,,,,,Yes,Yes,,,33.45444672,-117.6234442,2022-06-30
San Clemente,M01-042-1 (M01S01),6/30/2022,Flowing,Yes,Priority,54,26913,0.0016,NA,Below Average Discharge,Not present,Yellow tint,,Sparse (<10 Items),Within area surrounding outfall,Yes,Yes,Graffiti,Partial - Significant Distance,33.45444672,-117.6234442,2022-06-30
San Clemente,M01-042-1 (M01S01),9/8/2022,Flowing,Yes,Priority,54,NA,NA,0.001,Below Average Discharge,,,,,,Yes,Yes,,,33.45444672,-117.6234442,2022-09-08
San Clemente,M01-042-1 (M01S01),9/8/2022,Flowing,Yes,Priority,54,26921,0.002222,NA,Below Average Discharge,Not present,Chocolate milk,.625 L/30sec,Moderate (11-50 Items),In flow path of outfall,Yes,Yes,Graffiti,Partial - Significant Distance,33.45444672,-117.6234442,2022-09-08
San Clemente,M01-047-1,6/30/2022,Flowing,Yes,Priority,65,9896,0.2394,NA,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,Yes,,None,Direct Connection,33.44252141,-117.6419501,2022-06-30
San Clemente,M01-047-1,9/8/2022,Flowing,Yes,Priority,65,11187.9,0.588387,NA,20% Or More Above Average Discharge,Not present,Not present,Yellow tinted water,Sparse (<10 Items),In flow path of outfall,Yes,,None,Direct Connection,33.44252141,-117.6419501,2022-09-08
San Clemente,M01-050-4 (M01@CGV),7/26/2022,Flowing,Yes,Priority,62,NA,NA,0.013,Below Average Discharge,,,,,,,Yes,,,33.44580832,-117.6441503,2022-07-26
San Clemente,M01-050-4 (M01@CGV),7/26/2022,Flowing,Yes,Priority,62,9763,0.039669,NA,Below Average Discharge,Not present,Not present,Volumetric 1.8 L in 5 sec,Moderate (11-50 Items),Within area surrounding outfall,,Yes,,Direct Connection,33.44580832,-117.6441503,2022-07-26
San Clemente,M01-050-4 (M01@CGV),9/15/2022,,Yes,Priority,62,NA,NA,0.011,Below Average Discharge,,,,,,,Yes,,,33.44580832,-117.6441503,2022-09-15
San Clemente,M01-050-4 (M01@CGV),9/15/2022,Flowing,Yes,Priority,62,NA,0.0144,NA,Below Average Discharge,Not present,Not present,6.2 l in 20 sec,Sparse (<10 Items),In flow path of outfall,,Yes,,Direct Connection,33.44580832,-117.6441503,2022-09-15
San Clemente,M01-050-7,7/26/2022,Dry,Unknown,,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.44303405,-117.6437941,2022-07-26
San Clemente,M01-050-7,9/15/2022,Flowing,Unknown,,NA,3027,8e-6,NA,20% Or More Above Average Discharge,Not present,Not present,.2 l in 60 sec,Sparse (<10 Items),In flow path of outfall,,,,Direct Connection,33.44303405,-117.6437941,2022-09-15
San Clemente,M01-099-1,7/26/2022,Flowing,Yes,Priority,56,NA,NA,0.005,Below Average Discharge,,,,,,,,,,33.45679464,-117.6422838,2022-07-26
San Clemente,M01-099-1,7/26/2022,Flowing,Yes,Priority,56,9448,0.003086,NA,Below Average Discharge,Not present,Not present,Volumetric:  750 ml in 5 seconds,Not Present (0 Items),,,,,Direct Connection,33.45679464,-117.6422838,2022-07-26
San Clemente,M01-099-1,9/15/2022,Flowing,Yes,Priority,56,NA,NA,0.006,Below Average Discharge,,,,,,,,,,33.45679464,-117.6422838,2022-09-15
San Clemente,M01-099-1,9/15/2022,Flowing,Yes,Priority,56,5169,0.02625,NA,Below Average Discharge,Not present,Not present,Leaf litter; 1.7 l in 10 sec,Not Present (0 Items),,,,None,Direct Connection,33.45679464,-117.6422838,2022-09-15
San Clemente,M01-124-2,7/26/2022,Flowing,Yes,Priority,48,NA,NA,0.004,Below Average Discharge,,,,,,,,,,33.45679407,-117.6422063,2022-07-26
San Clemente,M01-124-2,7/26/2022,Flowing,Yes,Priority,48,17028,0.006,NA,Below Average Discharge,Not present,Not present,Volumetric 500 in 5 sec,Not Present (0 Items),,,,,Direct Connection,33.45679407,-117.6422063,2022-07-26
San Clemente,M01-124-2,9/15/2022,Flowing,Yes,Priority,48,NA,NA,0.002,Below Average Discharge,,,,,,,,,,33.45679407,-117.6422063,2022-09-15
San Clemente,M01-124-2,9/15/2022,Flowing,Yes,Priority,48,17562,0.006,NA,Below Average Discharge,Not present,Not present,.6 l in 10 sec,Sparse (<10 Items),In flow path of outfall,,,None,Direct Connection,33.45679407,-117.6422063,2022-09-15
San Clemente,M01-124-4,7/26/2022,Pooled or Ponded,Unknown,,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Landscaping debris indicate early discharge,,,,,,Direct Connection,33.46509434,-117.6391214,2022-07-26
San Clemente,M01-124-4,9/15/2022,Flowing,Unknown,,NA,4490,0.0012,NA,20% Or More Above Average Discharge,Not present,Not present,,Not Present (0 Items),,,,None,Partial - Significant Distance,33.46509434,-117.6391214,2022-09-15
San Clemente,M02-013-1,7/26/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,,Not present,Not present,overgrown vegetation,,,,,,Undetermined,33.47448662,-117.5975708,2022-07-26
San Clemente,M02-013-1,8/30/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,Undetermined,33.47448662,-117.5975708,2022-08-30
San Clemente,M02-013-1,9/15/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,,Not present,Not present,Cond of curb runoff: 2214,Moderate (11-50 Items),In flow path of outfall,,,Overgrown,Undetermined,33.47448662,-117.5975708,2022-09-15
San Clemente,M02-015-1,7/20/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,"Brown ""tea"" tint",Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,Undetermined,33.47815722,-117.5832457,2022-07-20
San Clemente,M02-015-1,8/24/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,"Brown ""tea"" tint",Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.47815722,-117.5832457,2022-08-24
San Clemente,M02-028-2 (M02P08),7/26/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,"Brown ""tea"" tint",Fish in pooled water,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.46680966,-117.5817434,2022-07-26
San Clemente,M02-028-2 (M02P08),8/30/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,very thin sheen layer,Sparse (<10 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.46680966,-117.5817434,2022-08-30
San Clemente,M02-032-1,6/30/2022,Flowing,Yes,Priority,70,3939,0.10395,NA,20% Or More Above Average Discharge,Not present,Not present,Trash,Abundant (>50 Items),Within area surrounding outfall,Yes,,Other - See Comments,Direct Connection,33.45754739,-117.6008317,2022-06-30
San Clemente,M02-032-1,9/8/2022,Flowing,Yes,Priority,70,4376,0.285,NA,20% Or More Above Average Discharge,Not present,Not present,Turb 5.76,Abundant (>50 Items),Within area surrounding outfall,Yes,,Graffiti,Direct Connection,33.45754739,-117.6008317,2022-09-08
San Clemente,M02-052-2,7/28/2022,Flowing,Yes,Not A Priority,NA,NA,0.106,NA,Below Average Discharge,,,,,,Yes,,,,33.45120321,-117.6098879,2022-07-28
San Clemente,M02-052-2,7/28/2022,Flowing,Yes,Not A Priority,NA,4613,0.63083,NA,Below Average Discharge,Not present,"Brown ""tea"" tint",Measurements collected from notch,Moderate (11-50 Items),In flow path of outfall,Yes,,Sediment,Direct Connection,33.45120321,-117.6098879,2022-07-28
San Clemente,M02-052-2,9/8/2022,Flowing,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,,,,,,Yes,,,,33.45120321,-117.6098879,2022-09-08
San Clemente,M02-052-2,9/8/2022,Flowing,Yes,Not A Priority,NA,6187,0.52,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,Yes,,,Direct Connection,33.45120321,-117.6098879,2022-09-08
San Clemente,M02-052-3,7/28/2022,Flowing,Yes,Priority,48,NA,NA,0.002,Below Average Discharge,,,,,,,,,,33.45125039,-117.6097932,2022-07-28
San Clemente,M02-052-3,7/28/2022,Flowing,Yes,Priority,48,2097,NA,NA,Below Average Discharge,Not present,Yellow tint,Volume measurement: 0.250 L in 5 seconds,Moderate (11-50 Items),Within area surrounding outfall,,,Graffiti,,33.45125039,-117.6097932,2022-07-28
San Clemente,M02-052-3,9/8/2022,,Yes,Priority,48,2278,NA,NA,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,,,Graffiti,Direct Connection,33.45125039,-117.6097932,2022-09-08
San Clemente,M02-052-3,9/8/2022,Flowing,Yes,Priority,48,NA,NA,0.002,Below Average Discharge,,,"Right pipe 
Conductivity - 22278",,,,,,,33.45125039,-117.6097932,2022-09-08
San Clemente,M02-052-4,7/28/2022,Flowing,Yes,Priority,47,4429,NA,NA,20% Or More Above Average Discharge,Not present,Not present,vol - 0.6 L per 10 sec,Abundant (>50 Items),In flow path of outfall,,,Graffiti,Direct Connection,33.45128562,-117.6097226,2022-07-28
San Clemente,M02-052-4,9/8/2022,,Yes,Priority,47,NA,NA,0.002,20% Or More Above Average Discharge,,,,,,,,,,33.45128562,-117.6097226,2022-09-08
San Clemente,M02-052-4,9/8/2022,Flowing,Yes,Priority,47,NA,NA,0.01,20% Or More Above Average Discharge,,,"Left pipe 
Conductivity - 4054",,,,,,,33.45128562,-117.6097226,2022-09-08
San Clemente,M02-052-4,9/8/2022,Flowing,Yes,Priority,47,4054,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Flow splattering,Moderate (11-50 Items),Within area surrounding outfall,,,None,Direct Connection,33.45128562,-117.6097226,2022-09-08
San Clemente,M02-061-4 (SCBS@M02),7/20/2022,Flowing,Yes,Priority,45,13373,0.007097,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.43367715,-117.627257,2022-07-20
San Clemente,M02-061-4 (SCBS@M02),8/24/2022,Flowing,Yes,Priority,45,19831,NA,NA,Below Average Discharge,Not present,Not present,algae in the flow of path. Not able to measure floating leaf velocity. Volumetric measurement: 0.1 L in 10 secs.,Sparse (<10 Items),In flow path of outfall,,,Other - See Comments,Direct Connection,33.43367715,-117.627257,2022-08-24
San Clemente,M02-061-5,7/20/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Ducks in receiving waters.,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.43438104,-117.6263976,2022-07-20
San Clemente,M02-061-5,8/24/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Ducks in receiving water,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.43438104,-117.6263976,2022-08-24
San Clemente,M02-061-6,7/20/2022,Flowing,Yes,Priority,34,NA,NA,NA,Below Average Discharge,Not present,Not present,Many small critters in the path of flow,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.43589655,-117.6245973,2022-07-20
San Clemente,M02-061-6,8/24/2022,Flowing,Yes,Priority,34,10219,NA,NA,Below Average Discharge,Not present,Clear,Tiny bugs in the flow of outfall. No enough flow to measure velocity or volume of discharge.,Sparse (<10 Items),Within area surrounding outfall,,,Graffiti,Direct Connection,33.43589655,-117.6245973,2022-08-24
San Clemente,M02-061-7,7/20/2022,Flowing,Yes,,NA,NA,NA,NA,Equal,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.433376,-117.631307,2022-07-20
San Clemente,M02-085-1 (M02P06),6/30/2022,Flowing,Yes,Priority,61,NA,NA,0.016,Below Average Discharge,,,,,,Yes,,,,33.4583462,-117.5945829,2022-06-30
San Clemente,M02-085-1 (M02P06),6/30/2022,Flowing,Yes,Priority,61,7636,0.012329,NA,Below Average Discharge,"Brown ""tea"" tint","Brown ""tea"" tint",,Not Present (0 Items),,Yes,,None,Direct Connection,33.4583462,-117.5945829,2022-06-30
San Clemente,M02-085-1 (M02P06),9/8/2022,Flowing,Yes,Priority,61,NA,NA,0.011,Below Average Discharge,,,,,,Yes,,,,33.4583462,-117.5945829,2022-09-08
San Clemente,M02-085-1 (M02P06),9/8/2022,Flowing,Yes,Priority,61,9389.8,0.012625,NA,Below Average Discharge,"Brown ""tea"" tint",Not present,Yellow tinted water,Sparse (<10 Items),In flow path of outfall,Yes,,None,Direct Connection,33.4583462,-117.5945829,2022-09-08
San Clemente,M02-085-2,6/30/2022,Flowing,Yes,Priority,33,NA,NA,0.027,Below Average Discharge,,,,,,Yes,,,,33.45804389,-117.59425,2022-06-30
San Clemente,M02-085-2,6/30/2022,Flowing,Yes,Priority,33,3045,0.134266,NA,Below Average Discharge,Yellow tint,Not present,Sediment in area surrounding outfall,Moderate (11-50 Items),Within area surrounding outfall,Yes,,None,Direct Connection,33.45804389,-117.59425,2022-06-30
San Clemente,M02-085-2,9/8/2022,Flowing,Yes,Priority,33,NA,NA,0.032,Below Average Discharge,,,,,,Yes,,,,33.45804389,-117.59425,2022-09-08
San Clemente,M02-085-2,9/8/2022,Flowing,Yes,Priority,33,3174.4,0.108,NA,Below Average Discharge,Not present,Not present,Yellow tinted water,Sparse (<10 Items),In flow path of outfall,Yes,,Graffiti,Direct Connection,33.45804389,-117.59425,2022-09-08
San Clemente,M02-086-1,7/26/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,"Pictures taken from trail, path to outfall has overgrown vegetation",,,,,,None - Flow Infiltrates or Outfall is Dry,33.47727634,-117.5999451,2022-07-26
San Clemente,M02-086-1,8/30/2022,Other - See Comments,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,"Observed from path, inaccessible due to dense vegetation; appears to be dry",,,,,,,33.47727634,-117.5999451,2022-08-30
San Clemente,M02-102-1,7/20/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Equal,Surface scum,Not present,Encampments; insects flying around kelp; seagulls; possible connection at high tide; light colored film on surface,Abundant (>50 Items),Within area surrounding outfall,,,Other - See Comments,Partial - Significant Distance,33.43161834,-117.6327248,2022-07-20
San Clemente,M02-102-1,9/23/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Transients,Abundant (>50 Items),Within area surrounding outfall,,,Other - See Comments,Partial - Significant Distance,33.43161834,-117.6327248,2022-09-23
San Clemente,M02-142-1,7/20/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.43629495,-117.6241175,2022-07-20
San Clemente,M02-142-1,8/24/2022,Other - See Comments,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,outfall has been cemented over.,,,,,,,33.43629495,-117.6241175,2022-08-24
San Clemente,SC02-072-1,7/19/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Grass in path and outfall,Sparse (<10 Items),,,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.40068822,-117.6029854,2022-07-19
San Clemente,SC02-072-1,8/30/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.40068822,-117.6029854,2022-08-30
San Clemente,SC03-067-1,7/19/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.40519078,-117.6066121,2022-07-19
San Clemente,SC03-067-1,8/30/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.40519078,-117.6066121,2022-08-30
San Clemente,SC05-073-1,7/19/2022,Pooled or Ponded,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),,,,,Direct Connection,33.41311138,-117.6138438,2022-07-19
San Clemente,SC05-073-3,7/19/2022,Flowing,Yes,Not A Priority,NA,1725,NA,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,Partial - Significant Distance,33.41574234,-117.6123872,2022-07-19
San Clemente,SC05-073-3,8/8/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,Direct Connection,33.41574234,-117.6123872,2022-08-08
San Clemente,SC06-146-1 (M00P02),7/19/2022,Flowing,Yes,Not A Priority,NA,3390,0.003651,NA,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,Partial - Significant Distance,33.41717441,-117.6177796,2022-07-19
San Clemente,SC06-146-1 (M00P02),8/8/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,,Direct Connection,33.41717441,-117.6177796,2022-08-08
San Clemente,SC06-146-2 (M00P02),7/19/2022,Flowing,Yes,Not A Priority,NA,NA,0.075,NA,20% Or More Above Average Discharge,Not present,Not present,Inaccessible dissipator - estimate flow measurements,Abundant (>50 Items),In flow path of outfall,,,,Direct Connection,33.41781803,-117.617891,2022-07-19
San Clemente,SC06-146-2 (M00P02),8/8/2022,Flowing,Yes,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Didn?t have waders to take flow measurements. Pictures did not load,Abundant (>50 Items),In flow path of outfall,,,,Direct Connection,33.41781803,-117.617891,2022-08-08
San Clemente,SC07-079-4,7/20/2022,Flowing,Yes,Not A Priority,NA,7382,0.0075,NA,Below Average Discharge,Not present,Yellow tint,Cracks along outfall. Discharges into ocean,Not Present (0 Items),,,,Damaged,Direct Connection,33.4250565,-117.6261187,2022-07-20
San Clemente,SC07-079-4,9/23/2022,Flowing,Yes,Not A Priority,NA,8100,0.006,NA,Below Average Discharge,Not present,Not present,Seepage from hillside.  Waves crashing on rocks at beach,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.4250565,-117.6261187,2022-09-23
San Clemente,SC07-079-5,7/20/2022,Flowing,Yes,Not A Priority,NA,3710,NA,NA,20% Or More Above Average Discharge,Not present,Clear,Rocks in path of flow. Cannot accurately read flow velocity and discharge,Sparse (<10 Items),In flow path of outfall,,,Other - See Comments,Partial - Significant Distance,33.42428978,-117.6252889,2022-07-20
San Clemente,SC07-079-5,9/23/2022,Flowing,Yes,Not A Priority,NA,2006,0.0144,NA,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),,,,,Direct Connection,33.42428978,-117.6252889,2022-09-23
San Clemente,SC12-068-2,7/19/2022,Flowing,Yes,Not A Priority,NA,8810,0.006217,NA,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,Partial - Significant Distance,33.42061031,-117.6210164,2022-07-19
San Clemente,SC12-068-2,9/23/2022,Flowing,Yes,Not A Priority,NA,5800,0.021,NA,20% Or More Above Average Discharge,Not present,Not present,Kelp near and inside pipe; dead bird buried at outlet; bird footprints,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Partial - Significant Distance,33.42061031,-117.6210164,2022-09-23
San Clemente,SC12-068-4,7/19/2022,Flowing,Unknown,Not A Priority,NA,1463,3.08e-4,NA,Below Average Discharge,Not present,Not present,,Abundant (>50 Items),In flow path of outfall,,,,Partial - Significant Distance,33.41953035,-117.6202019,2022-07-19
San Clemente,SC12-068-4,8/8/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Kelp inside pipe,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.41953035,-117.6202019,2022-08-08
