FacilityID,Date,FlowConnectivity,FlowCondition,PersistentFlow,SampleDry,FloatDischargeCFS,VolumeDischargeCFS,rain_gage,wet_within_72,GlobalID,QInscfs
L03-240-1 (L03P14),2022-06-22,Direct Connection,Flowing,Yes,,0.0108,NA,ELTORO,FALSE,{B36B0F25-9FB6-4A77-9FE1-F916D2BDB697},0.0108
L03-240-1 (L03P14),2022-08-09,Direct Connection,Flowing,Yes,,0.019024,0.016,ELTORO,FALSE,{B36B0F25-9FB6-4A77-9FE1-F916D2BDB697},0.017512
L03-241-3,2022-08-09,Direct Connection,Flowing,Unknown,,0.418065,NA,ELTORO,FALSE,{8ED5573E-DFDE-4B76-A102-B5B1CF23353B},0.418065
L03-241-4,2022-06-22,Direct Connection,Flowing,Yes,,NA,NA,ELTORO,FALSE,{47F716AD-32FA-4E10-9846-98471CD662B4},NA
L03-241-4,2022-08-09,Direct Connection,Flowing,Yes,,0.021091,NA,ELTORO,FALSE,{47F716AD-32FA-4E10-9846-98471CD662B4},0.021091
L03-316-1,2022-08-02,Direct Connection,Flowing,Yes,,0.010313,NA,ELTORO,FALSE,{085CE6CF-F6A5-4D42-8E70-84B8F03CB7C2},0.010313
L03-316-1,2022-09-01,Direct Connection,Flowing,Yes,,NA,0.028,ELTORO,FALSE,{085CE6CF-F6A5-4D42-8E70-84B8F03CB7C2},0.028
L03-316-2,2022-06-22,Direct Connection,Flowing,Yes,,NA,NA,ELTORO,FALSE,{3F70559C-0FAD-4D97-9983-A4BA1217498F},NA
L03-316-2,2022-08-02,Partial - Significant Distance,Flowing,Yes,,NA,0.002,ELTORO,FALSE,{3F70559C-0FAD-4D97-9983-A4BA1217498F},0.002
L03-316-2,2022-09-01,Partial - Significant Distance,Flowing,Yes,,NA,NA,ELTORO,FALSE,{3F70559C-0FAD-4D97-9983-A4BA1217498F},NA
L03-316-3 (L03P12),2022-06-14,Direct Connection,Flowing,Yes,Yes,NA,0.071,ELTORO,FALSE,{ADF910F2-1925-4DDA-B329-3228C543E1CB},0.071
L03-316-3 (L03P12),2022-08-23,Direct Connection,Flowing,Yes,Yes,NA,0.026,ELTORO,FALSE,{ADF910F2-1925-4DDA-B329-3228C543E1CB},0.026
L03-316-4,2022-06-22,Direct Connection,Flowing,Yes,,NA,NA,ELTORO,FALSE,{013DEF0D-A524-413F-A01F-3700B35EEACE},NA
L03-316-4,2022-09-01,Partial - Significant Distance,Flowing,Yes,,NA,0,ELTORO,FALSE,{013DEF0D-A524-413F-A01F-3700B35EEACE},0
L03-418-1,2022-07-06,Direct Connection,Flowing,Yes,,0.0893615,0.014,SULPHURCREEK,FALSE,{8087A7D1-E729-48B8-B8F0-6F542F01E3FD},0.05168075
L03-418-1,2022-09-21,Direct Connection,Flowing,Yes,,NA,0.004,SULPHURCREEK,FALSE,{8087A7D1-E729-48B8-B8F0-6F542F01E3FD},0.004
L03-418-2,2022-06-23,Partial - Significant Distance,Flowing,Yes,,NA,NA,SULPHURCREEK,FALSE,{06560A1C-A452-4CBC-9B61-5BD085C0EC0B},NA
L03-418-2,2022-08-04,Partial - Significant Distance,Flowing,Yes,,0.017333,NA,SULPHURCREEK,FALSE,{06560A1C-A452-4CBC-9B61-5BD085C0EC0B},0.017333
L03-418-3,2022-06-23,Partial - Significant Distance,Pooled or Ponded,Unknown,,NA,NA,SULPHURCREEK,FALSE,{22376DF3-FDA8-47F9-A88E-F80545512E84},NA
L03-418-3,2022-08-04,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,SULPHURCREEK,FALSE,{22376DF3-FDA8-47F9-A88E-F80545512E84},0
L03-418-8,2022-06-15,Direct Connection,Flowing,Yes,Yes,0.1,NA,SULPHURCREEK,FALSE,{4224C49D-E7E1-4F5C-9724-113E11C9E9A8},0.1
L03-418-8,2022-08-18,Direct Connection,Flowing,Yes,Yes,0.098182,NA,SULPHURCREEK,FALSE,{4224C49D-E7E1-4F5C-9724-113E11C9E9A8},0.098182
L03-455-2,2022-07-06,Direct Connection,Flowing,Yes,,0.0216895,0.001,SULPHURCREEK,FALSE,{7E6762BC-9D48-4526-9D88-1BEE27C84D0A},0.01134475
L03-455-2,2022-08-11,Direct Connection,Flowing,Yes,,0.0011105,0.001,SULPHURCREEK,FALSE,{7E6762BC-9D48-4526-9D88-1BEE27C84D0A},0.00105525
L03-455-3 (L03P37),2022-07-06,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,SULPHURCREEK,FALSE,{EA609467-FD74-48DE-8B48-BB275FE1F19A},0
L03-455-3 (L03P37),2022-08-11,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,SULPHURCREEK,FALSE,{EA609467-FD74-48DE-8B48-BB275FE1F19A},0
L03-455-4,2022-07-06,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,SULPHURCREEK,FALSE,{600BD74A-455E-480D-969C-2F0102B60635},0
L03-455-4,2022-08-11,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,SULPHURCREEK,FALSE,{600BD74A-455E-480D-969C-2F0102B60635},0
L03-455-5,2022-07-06,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,SULPHURCREEK,FALSE,{B01BBCF8-264F-4698-9E95-E51471EACBB1},0
L03-455-5,2022-09-21,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,SULPHURCREEK,FALSE,{B01BBCF8-264F-4698-9E95-E51471EACBB1},0
L03-455-6,2022-07-06,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,SULPHURCREEK,FALSE,{3D94996A-864A-4B4A-93E9-6D4FAF24B1B7},0
L03-455-6,2022-09-21,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,SULPHURCREEK,FALSE,{3D94996A-864A-4B4A-93E9-6D4FAF24B1B7},0
L03-455-7,2022-07-06,Direct Connection,Flowing,Yes,,0.0087855,0.004,SULPHURCREEK,FALSE,{0AAC6CCE-7032-4220-AA64-E80986CDB7F2},0.00639275
L03-455-7,2022-09-21,Direct Connection,Flowing,Yes,,0.02,NA,SULPHURCREEK,FALSE,{0AAC6CCE-7032-4220-AA64-E80986CDB7F2},0.02
L03-662-3 (L03P16),2022-06-14,Partial - Significant Distance,Flowing,Yes,Yes,NA,NA,ELTORO,FALSE,{A410A82C-AF6C-4CCA-BAC5-6E25F4039D41},NA
L03-662-3 (L03P16),2022-08-23,Partial - Significant Distance,Flowing,Yes,Yes,NA,0.028,ELTORO,FALSE,{A410A82C-AF6C-4CCA-BAC5-6E25F4039D41},0.028
L03-691-1 (L03P09),2022-07-06,Partial - Significant Distance,Pooled or Ponded,Yes,,NA,NA,ELTORO,FALSE,{A46C6F40-FDBC-4070-86ED-866644B07428},NA
L03-693-1 (L03P11),2022-07-06,Direct Connection,Flowing,Yes,,0.0325,0.011,ELTORO,FALSE,{EA5E6ACE-3E1C-43C1-8629-A007A2C06A36},0.02175
L03-693-1 (L03P11),2022-08-23,Direct Connection,Flowing,Yes,,NA,0.011,ELTORO,FALSE,{EA5E6ACE-3E1C-43C1-8629-A007A2C06A36},0.011
L03-708-1,2022-06-15,Direct Connection,Flowing,Yes,,NA,0.007,SULPHURCREEK,FALSE,{44E024D0-D161-42C4-B953-3B26BC5AB579},0.007
L03-708-1,2022-06-15,Direct Connection,Flowing,Yes,,NA,0.049,SULPHURCREEK,FALSE,{44E024D0-D161-42C4-B953-3B26BC5AB579},0.049
L03-708-1,2022-08-18,Direct Connection,Flowing,Yes,,NA,0.003,SULPHURCREEK,FALSE,{44E024D0-D161-42C4-B953-3B26BC5AB579},0.003
L03-708-11 (L03P05),2022-06-23,Direct Connection,Flowing,Yes,,0.1808505,0.022,SULPHURCREEK,FALSE,{D0B00686-BBBD-4543-B725-46856EE3A1A0},0.10142525
L03-708-11 (L03P05),2022-08-04,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,0.06084099999999999,0.012,SULPHURCREEK,FALSE,{D0B00686-BBBD-4543-B725-46856EE3A1A0},0.036420499999999995
L03-708-13,2022-06-23,Direct Connection,Flowing,Yes,,0.09,NA,SULPHURCREEK,FALSE,{20164D58-A077-45A1-8D67-D8C0FBC284B8},0.09
L03-708-13,2022-08-04,Direct Connection,Flowing,Yes,,0.016923,NA,SULPHURCREEK,FALSE,{20164D58-A077-45A1-8D67-D8C0FBC284B8},0.016923
L03-708-5,2022-06-23,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,SULPHURCREEK,FALSE,{80131D44-20B9-48C8-962C-C75A86DACEB2},0
L03-708-5,2022-08-04,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,SULPHURCREEK,FALSE,{80131D44-20B9-48C8-962C-C75A86DACEB2},0
L03-708-9,2022-06-23,Direct Connection,Flowing,Yes,,0.00525,NA,SULPHURCREEK,FALSE,{FD9D5E93-9C46-49EC-B628-B56D1864239C},0.00525
L03-708-9,2022-08-04,Direct Connection,Flowing,Yes,,0.0071565,0.005,SULPHURCREEK,FALSE,{FD9D5E93-9C46-49EC-B628-B56D1864239C},0.00607825
L04-136-1u (L04P07),2022-06-29,Partial - Significant Distance,Flowing,Yes,,0.126,NA,ELTORO,FALSE,{B8BEA8A0-3AAC-49CA-83D6-198977198F41},0.126
L04-136-1u (L04P07),2022-08-23,Partial - Significant Distance,Flowing,Yes,,0.226573,NA,ELTORO,FALSE,{B8BEA8A0-3AAC-49CA-83D6-198977198F41},0.226573
L04-266-5,2022-06-14,Direct Connection,Flowing,Yes,Yes,0.217141,NA,ELTORO,FALSE,{9CBD6267-1249-4AB5-AA53-A9CD65501C1D},0.217141
L04-266-5,2022-08-23,Direct Connection,Flowing,Yes,Yes,NA,NA,ELTORO,FALSE,{9CBD6267-1249-4AB5-AA53-A9CD65501C1D},NA
L04-672-1,2022-06-29,Partial - Significant Distance,,Yes,Yes,0.107706,0.059,ELTORO,FALSE,{9559CB47-0239-4B3A-B6FF-38E557824BEC},0.083353
L04-672-1,2022-06-29,Partial - Significant Distance,Flowing,Yes,Yes,0.107706,0.059,ELTORO,FALSE,{9559CB47-0239-4B3A-B6FF-38E557824BEC},0.083353
L04-672-1,2022-08-23,Partial - Significant Distance,Flowing,Yes,Yes,NA,0.05,ELTORO,FALSE,{9559CB47-0239-4B3A-B6FF-38E557824BEC},0.05
L04-702-1 (L04P02),2022-08-02,Direct Connection,Flowing,Yes,,0.057143,NA,SULPHURCREEK,FALSE,{7FD1636E-ED34-4FE6-8232-0809F76D4268},0.057143
L04-702-1 (L04P02),2022-09-01,Direct Connection,Pooled or Ponded,Yes,,NA,NA,SULPHURCREEK,FALSE,{7FD1636E-ED34-4FE6-8232-0809F76D4268},NA
L04-702-4,2022-08-02,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,SULPHURCREEK,FALSE,{9429FA86-6A47-441F-8775-95A2DA9CACC7},0
L04-702-4,2022-09-01,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,SULPHURCREEK,FALSE,{9429FA86-6A47-441F-8775-95A2DA9CACC7},0
L05-049-1,2022-06-16,Direct Connection,Flowing,Yes,Yes,0.48488450000000005,NA,SULPHURCREEK,FALSE,{B2A1E667-9853-4699-9E7C-64A87D6A78B6},0.48488450000000005
L05-049-1,2022-09-06,Direct Connection,Flowing,Yes,Yes,NA,0.163,SULPHURCREEK,FALSE,{B2A1E667-9853-4699-9E7C-64A87D6A78B6},0.163
L05-049-2,2022-09-06,Direct Connection,Flowing,Yes,,0.2346,NA,SULPHURCREEK,FALSE,{72B47D7C-FACB-4E33-BEC8-0FB261AFA676},0.2346
L05-489-3,2022-06-16,Direct Connection,Flowing,Yes,Yes,1.5343335,NA,SULPHURCREEK,FALSE,{C7C5C7FF-5ABD-4100-A07F-AD4029A16E9D},1.5343335
L05-489-3,2022-09-06,Direct Connection,Flowing,Yes,Yes,NA,NA,SULPHURCREEK,FALSE,{C7C5C7FF-5ABD-4100-A07F-AD4029A16E9D},NA
L05-489-3d,2022-06-16,Direct Connection,Flowing,Yes,,1.96248,NA,SULPHURCREEK,FALSE,{AB8E0D12-8F63-49AB-B36D-666D80A86575},1.96248
L05-489-3d,2022-09-06,Direct Connection,Flowing,Yes,,2.053333,NA,SULPHURCREEK,FALSE,{AB8E0D12-8F63-49AB-B36D-666D80A86575},2.053333
L05-489-4,2022-06-16,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,,NA,NA,SULPHURCREEK,FALSE,{89504E55-47E7-478E-A5C9-5CFF9D030D7C},NA
L05-489-4,2022-09-06,Direct Connection,Pooled or Ponded,Yes,,NA,NA,SULPHURCREEK,FALSE,{89504E55-47E7-478E-A5C9-5CFF9D030D7C},NA
L05-489-7,2022-06-16,Direct Connection,Flowing,Yes,,NA,0.013,SULPHURCREEK,FALSE,{9BFA7A22-DD6F-4A84-9ABE-48063EA402CA},0.013
L05-489-7,2022-06-16,Direct Connection,Pooled or Ponded,Yes,,NA,0.013,SULPHURCREEK,FALSE,{9BFA7A22-DD6F-4A84-9ABE-48063EA402CA},0.013
L05-489-7,2022-09-06,Direct Connection,Flowing,Yes,,NA,0.028,SULPHURCREEK,FALSE,{9BFA7A22-DD6F-4A84-9ABE-48063EA402CA},0.028
L05-503-1,2022-06-22,Direct Connection,Flowing,Yes,Yes,0.034286,NA,PALISADES,FALSE,{0D74C298-E380-451C-AD48-D54F338F6F15},0.034286
L05-503-1,2022-09-06,Direct Connection,Flowing,Yes,Yes,0.094286,NA,PALISADES,FALSE,{0D74C298-E380-451C-AD48-D54F338F6F15},0.094286
LC01-11446-1,2022-07-05,Direct Connection,Pooled or Ponded,Yes,,NA,NA,LAGUNABEACH,FALSE,{3BF05356-3912-4A4C-A382-01CE34EA71C0},NA
LC01-11446-1,2022-09-07,Partial - Significant Distance,Flowing,Yes,,0.0072,NA,LAGUNABEACH,FALSE,{3BF05356-3912-4A4C-A382-01CE34EA71C0},0.0072
LC02-11508-2,2022-07-05,Direct Connection,Flowing,Yes,,0.009125,NA,LAGUNABEACH,FALSE,{39B42BE3-2E3A-4C89-B9C2-10A02F3B465A},0.009125
LC02-11508-2,2022-08-16,Undetermined,Flowing,Yes,,0.007273,NA,LAGUNABEACH,FALSE,{39B42BE3-2E3A-4C89-B9C2-10A02F3B465A},0.007273
LC02-11508-3,2022-07-05,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,LAGUNABEACH,FALSE,{7A79C33A-1E84-41B0-AAFC-7A7C54A33C8A},0
LC02-11508-3,2022-08-16,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,LAGUNABEACH,FALSE,{7A79C33A-1E84-41B0-AAFC-7A7C54A33C8A},0
LC03-11515-1,2022-07-05,Direct Connection,Pooled or Ponded,Yes,,NA,NA,LAGUNABEACH,FALSE,{886775A2-E4C3-48F3-9D28-64111BB5241F},NA
LC03-11515-1,2022-09-01,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,0.017962,NA,LAGUNABEACH,FALSE,{886775A2-E4C3-48F3-9D28-64111BB5241F},0.017962
LC05-11017-1,2022-07-05,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,LAGUNABEACH,FALSE,{24F652D0-BF65-4204-9DC3-780FC50FFC89},0
LC05-11017-1,2022-08-29,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,LAGUNABEACH,FALSE,{24F652D0-BF65-4204-9DC3-780FC50FFC89},0
LC06-11019-1,2022-06-21,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,0.12,NA,LAGUNABEACH,FALSE,{4234D10E-D9CC-4748-92EA-FECEEAEBE008},0.12
LC06-11019-1,2022-08-16,Direct Connection,Flowing,Yes,,0.00265,NA,LAGUNABEACH,FALSE,{4234D10E-D9CC-4748-92EA-FECEEAEBE008},0.00265
LC06-11509-2,2022-06-21,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,0.007759,NA,LAGUNABEACH,FALSE,{33142BAF-4557-481B-875A-E7A3CFFBFCB1},0.007759
LC06-11509-2,2022-07-05,Partial - Significant Distance,Flowing,Yes,,NA,NA,LAGUNABEACH,FALSE,{33142BAF-4557-481B-875A-E7A3CFFBFCB1},NA
LC06-11509-2,2022-08-16,Direct Connection,Flowing,Yes,,0.013333,NA,LAGUNABEACH,FALSE,{33142BAF-4557-481B-875A-E7A3CFFBFCB1},0.013333
M00.1-071-2 (M00S04),2022-07-19,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{8E421913-F6B8-41F6-B51D-B3916452A11D},0
M00.1-071-2 (M00S04),2022-08-30,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{8E421913-F6B8-41F6-B51D-B3916452A11D},0
M00.1-071-3 (M00S04),2022-07-19,Direct Connection,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{564BA613-62BA-484C-8F8D-10DB77A3916D},NA
M00.1-071-3 (M00S04),2022-08-30,Direct Connection,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{564BA613-62BA-484C-8F8D-10DB77A3916D},NA
M00.2-066-1 (M00S07),2022-07-19,Partial - Significant Distance,Flowing,Yes,,0.00625,NA,PALISADES,FALSE,{5554CB30-DBF5-4F05-9145-3024520F5CD4},0.00625
M00.2-066-1 (M00S07),2022-08-08,Partial - Significant Distance,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{5554CB30-DBF5-4F05-9145-3024520F5CD4},NA
M01-008-1,2022-07-26,Direct Connection,Pooled or Ponded,Unknown,,NA,NA,PALISADES,FALSE,{B4C2DE98-2903-4237-914D-570020690CEC},NA
M01-008-1,2022-09-15,Direct Connection,Pooled or Ponded,Unknown,,NA,NA,PALISADES,FALSE,{B4C2DE98-2903-4237-914D-570020690CEC},NA
M01-038-3,2022-07-26,Direct Connection,Flowing,Yes,,1.8e-5,NA,PALISADES,FALSE,{0DF4331E-C350-41BF-969E-1D66F2881789},1.8e-5
M01-038-3,2022-09-15,Direct Connection,Flowing,Yes,,0.0192,NA,PALISADES,FALSE,{0DF4331E-C350-41BF-969E-1D66F2881789},0.0192
M01-038-6,2022-07-26,Direct Connection,,Yes,,0.001667,NA,PALISADES,FALSE,{AB60FC8E-0055-439B-B787-2F2FED23807A},0.001667
M01-038-6,2022-09-15,Direct Connection,Flowing,Yes,,0.008,NA,PALISADES,FALSE,{AB60FC8E-0055-439B-B787-2F2FED23807A},0.008
M01-042-1 (M01S01),2022-06-30,Partial - Significant Distance,Flowing,Yes,Yes,NA,0.001,PALISADES,FALSE,{D81C1D29-E0B6-4468-A3DA-A14172F34DD5},0.001
M01-042-1 (M01S01),2022-09-08,Partial - Significant Distance,Flowing,Yes,Yes,NA,0.001,PALISADES,FALSE,{D81C1D29-E0B6-4468-A3DA-A14172F34DD5},0.001
M01-047-1,2022-06-30,Direct Connection,Flowing,Yes,Yes,0.2394,NA,PALISADES,FALSE,{986D4C77-948D-4582-A23D-BF24985A8B51},0.2394
M01-047-1,2022-09-08,Direct Connection,Flowing,Yes,Yes,0.588387,NA,PALISADES,FALSE,{986D4C77-948D-4582-A23D-BF24985A8B51},0.588387
M01-050-4 (M01@CGV),2022-07-26,Direct Connection,Flowing,Yes,,NA,0.013,PALISADES,FALSE,{0B20DCA2-E5EF-49F5-AEA0-7EF86C614A49},0.013
M01-050-4 (M01@CGV),2022-09-15,Direct Connection,,Yes,,NA,0.011,PALISADES,FALSE,{0B20DCA2-E5EF-49F5-AEA0-7EF86C614A49},0.011
M01-050-4 (M01@CGV),2022-09-15,Direct Connection,Flowing,Yes,,NA,0.011,PALISADES,FALSE,{0B20DCA2-E5EF-49F5-AEA0-7EF86C614A49},0.011
M01-050-7,2022-07-26,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{C9AF768A-2A02-4DA5-A0A2-B1935AC72D2C},0
M01-050-7,2022-09-15,Direct Connection,Flowing,Unknown,,8e-6,NA,PALISADES,FALSE,{C9AF768A-2A02-4DA5-A0A2-B1935AC72D2C},8e-6
M01-060-3,2022-07-20,Partial - Significant Distance,Flowing,Yes,,0.476809,NA,PALISADES,FALSE,{7E285DCF-C197-4473-A6A6-DE27863098BF},0.476809
M01-060-3,2022-09-28,Direct Connection,Flowing,Yes,,0.843429,NA,PALISADES,FALSE,{7E285DCF-C197-4473-A6A6-DE27863098BF},0.843429
M01-099-1,2022-07-26,Direct Connection,Flowing,Yes,,NA,0.005,PALISADES,FALSE,{43A185DF-1F9A-4C1C-9F07-AA2BE1E7BCB9},0.005
M01-099-1,2022-09-15,Direct Connection,Flowing,Yes,,NA,0.006,PALISADES,FALSE,{43A185DF-1F9A-4C1C-9F07-AA2BE1E7BCB9},0.006
M01-124-2,2022-07-26,Direct Connection,Flowing,Yes,,NA,0.004,PALISADES,FALSE,{B4FCF9CC-A9DE-46B1-8099-5EE10514BE7E},0.004
M01-124-2,2022-09-15,Direct Connection,Flowing,Yes,,NA,0.002,PALISADES,FALSE,{B4FCF9CC-A9DE-46B1-8099-5EE10514BE7E},0.002
M01-124-4,2022-07-26,Direct Connection,Pooled or Ponded,Unknown,,NA,NA,PALISADES,FALSE,{FA68CCE1-A2A8-414F-8411-9E05511C841E},NA
M01-124-4,2022-09-15,Partial - Significant Distance,Flowing,Unknown,,0.0012,NA,PALISADES,FALSE,{FA68CCE1-A2A8-414F-8411-9E05511C841E},0.0012
M02-013-1,2022-07-26,Undetermined,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{28818406-BBEA-4536-A70B-7DEA94341A5E},NA
M02-013-1,2022-08-30,Undetermined,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{28818406-BBEA-4536-A70B-7DEA94341A5E},NA
M02-013-1,2022-09-15,Undetermined,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{28818406-BBEA-4536-A70B-7DEA94341A5E},NA
M02-015-1,2022-07-20,Undetermined,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{EE82778D-4874-4889-8E55-64DF8A4422C0},NA
M02-015-1,2022-08-24,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{EE82778D-4874-4889-8E55-64DF8A4422C0},NA
M02-028-2 (M02P08),2022-07-26,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{1707E0E9-430D-4B15-969A-02F4D7D52110},NA
M02-028-2 (M02P08),2022-08-30,None - Flow Infiltrates or Outfall is Dry,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{1707E0E9-430D-4B15-969A-02F4D7D52110},NA
M02-032-1,2022-06-30,Direct Connection,Flowing,Yes,Yes,0.10395,NA,PALISADES,FALSE,{2B10F0C1-0E21-4FE4-B6F6-8806D0E7CC45},0.10395
M02-032-1,2022-09-08,Direct Connection,Flowing,Yes,Yes,0.285,NA,PALISADES,FALSE,{2B10F0C1-0E21-4FE4-B6F6-8806D0E7CC45},0.285
M02-052-2,2022-07-28,Direct Connection,Flowing,Yes,Yes,0.368415,NA,PALISADES,FALSE,{43B4EE36-979D-4FA8-83C9-4BFA81FACC97},0.368415
M02-052-2,2022-09-08,Direct Connection,Flowing,Yes,Yes,NA,NA,PALISADES,FALSE,{43B4EE36-979D-4FA8-83C9-4BFA81FACC97},NA
M02-052-3,2022-09-08,Direct Connection,,Yes,,NA,0.002,PALISADES,FALSE,{E7B21F39-AB19-4339-B5EA-533C4BDF4CF1},0.002
M02-052-3,2022-09-08,Direct Connection,Flowing,Yes,,NA,0.002,PALISADES,FALSE,{E7B21F39-AB19-4339-B5EA-533C4BDF4CF1},0.002
M02-052-4,2022-07-28,Direct Connection,Flowing,Yes,,NA,NA,PALISADES,FALSE,{3CDC86F8-F190-45F4-8430-F50DADFD797B},NA
M02-052-4,2022-09-08,Direct Connection,,Yes,,NA,0.002,PALISADES,FALSE,{3CDC86F8-F190-45F4-8430-F50DADFD797B},0.002
M02-052-4,2022-09-08,Direct Connection,,Yes,,NA,0.01,PALISADES,FALSE,{3CDC86F8-F190-45F4-8430-F50DADFD797B},0.01
M02-052-4,2022-09-08,Direct Connection,Flowing,Yes,,NA,0.002,PALISADES,FALSE,{3CDC86F8-F190-45F4-8430-F50DADFD797B},0.002
M02-052-4,2022-09-08,Direct Connection,Flowing,Yes,,NA,0.01,PALISADES,FALSE,{3CDC86F8-F190-45F4-8430-F50DADFD797B},0.01
M02-061-4 (SCBS@M02),2022-07-20,Direct Connection,Flowing,Yes,,0.007097,NA,PALISADES,FALSE,{C461CAC3-1849-40E8-B3F7-D3281D347977},0.007097
M02-061-4 (SCBS@M02),2022-08-24,Direct Connection,Flowing,Yes,,NA,NA,PALISADES,FALSE,{C461CAC3-1849-40E8-B3F7-D3281D347977},NA
M02-061-5,2022-07-20,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{CDF7BCAC-53C5-4BB5-A35D-E02581964FBA},0
M02-061-5,2022-08-24,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{CDF7BCAC-53C5-4BB5-A35D-E02581964FBA},0
M02-061-6,2022-07-20,Direct Connection,Flowing,Yes,,NA,NA,PALISADES,FALSE,{4D37DA87-C486-40DA-A876-48258EA473E1},NA
M02-061-6,2022-08-24,Direct Connection,Flowing,Yes,,NA,NA,PALISADES,FALSE,{4D37DA87-C486-40DA-A876-48258EA473E1},NA
M02-061-7,2022-07-20,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,NA,NA,PALISADES,FALSE,{225C2BC1-A627-451E-AB2E-10DD6A27CC31},NA
M02-085-1 (M02P06),2022-06-30,Direct Connection,Flowing,Yes,Yes,NA,0.016,PALISADES,FALSE,{646C237D-26C0-4619-ADE0-A6C6ECD59481},0.016
M02-085-1 (M02P06),2022-09-08,Direct Connection,Flowing,Yes,Yes,NA,0.011,PALISADES,FALSE,{646C237D-26C0-4619-ADE0-A6C6ECD59481},0.011
M02-085-2,2022-06-30,Direct Connection,Flowing,Yes,Yes,NA,0.027,PALISADES,FALSE,{1D128A62-EF51-4A28-936B-8E020EBC129D},0.027
M02-085-2,2022-09-08,Direct Connection,Flowing,Yes,Yes,NA,0.032,PALISADES,FALSE,{1D128A62-EF51-4A28-936B-8E020EBC129D},0.032
M02-086-1,2022-07-26,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{F86F746E-958B-4AF4-8B9D-F230E1352261},0
M02-102-1,2022-07-20,Partial - Significant Distance,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{C05A5DC6-D4EB-49A6-9228-7A922FA90F1E},NA
M02-102-1,2022-09-23,Partial - Significant Distance,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{C05A5DC6-D4EB-49A6-9228-7A922FA90F1E},NA
M02-142-1,2022-07-20,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{EC5901D7-35FC-4050-9794-9A9E94520BB5},0
SC02-072-1,2022-07-19,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{8A0FEF34-0DE6-4AF1-B1AB-92EF23F35237},0
SC02-072-1,2022-08-30,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{8A0FEF34-0DE6-4AF1-B1AB-92EF23F35237},0
SC03-067-1,2022-07-19,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{9F0C26C8-D63A-4809-AD72-C714A780C1C6},0
