FACILITYID,JURISDICTI,PRIORITY,LSPC_LU_DESC,LSPC_LU_CODE,RC_Group,EMC_Group,RC,Shape_Area,AREA,PERCENTAGE,JTribArea,EMCgroupArea,PerCentLU,,,,,,Agriculture ,Business ,Developed Open Space ,Highway/ Arterial ,Multi-Family ,Open Space ,Single Family ,Surface Street ,Water ,,,
SC05-073-3,SAN CLEMENTE,1,RESSFH,50,Single Family Residential,single family,0.405,892216.9521,20.48256476,67.89728307,10190.04583,2137.156419,20.97298143,,,,,,,,,,,,,,,,,
SC05-073-3,SAN CLEMENTE,1,RESMF,52,Multi-family Residential,multi-family,0.485,19802.7217,0.454609755,1.506977645,10190.04583,461.6411366,4.530314626,,,,,,,,,,,,,,,,,
SC05-073-3,SAN CLEMENTE,1,TRANS,60,Streets and Roads,surface street,0.471,344555.5166,7.909937898,26.22050992,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
SC05-073-3,SAN CLEMENTE,1,OSDEV,75,Developed Open Space,developed open space,0.217,21400.86563,0.491298238,1.628595632,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
SC12-068-4,SAN CLEMENTE,1,COMM,10,Commercial,business,0.486,37899.85255,0.870064374,5.393312644,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
SC12-068-4,SAN CLEMENTE,1,RESSFH,50,Single Family Residential,single family,0.405,65766.23186,1.509790976,9.358818728,10190.04583,2137.156419,20.97298143,,,,,,,,,,,,,,,,,
SC12-068-4,SAN CLEMENTE,1,RESMF,52,Multi-family Residential,multi-family,0.485,276308.2105,6.343189066,39.31985126,10190.04583,461.6411366,4.530314626,,,,,,,,,,,,,,,,,
SC12-068-4,SAN CLEMENTE,1,TRANS,60,Streets and Roads,surface street,0.471,175197.9962,4.022008655,24.93143124,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
SC12-068-4,SAN CLEMENTE,1,TROTH,62,Streets and Roads,surface street,0.471,60050.65976,1.378578971,8.545468142,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
SC12-068-4,SAN CLEMENTE,1,OSDEV,75,Developed Open Space,developed open space,0.217,43959.11598,1.009166479,6.255571989,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
SC12-068-4,SAN CLEMENTE,1,OSLOW,77,Open Space,open space,0.078,32690.43584,0.750472144,4.651990156,10190.04583,2065.076741,20.26562761,,,,,,,,,,,,,,,,,
SC12-068-4,SAN CLEMENTE,1,WATER,80,Water,water,0.797,440.2378626,0.010106511,0.062647748,10190.04583,0.014187483,1.39E-04,,,,,,,,,,,,,,,,,
SC06-146-2 (M00P02),SAN CLEMENTE,1,COMM,10,Commercial,business,0.486,1112954.548,25.55002295,7.842071884,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
SC06-146-2 (M00P02),SAN CLEMENTE,1,EDU,20,Education,business,0.422,15951.43909,0.366196118,0.112396622,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
SC06-146-2 (M00P02),SAN CLEMENTE,1,IND,30,Light Industrial,business,0.414,24727.32506,0.567663544,0.174233046,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
SC06-146-2 (M00P02),SAN CLEMENTE,1,UTIL,40,Commercial,business,0.486,65746.9897,1.509349235,0.463264758,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
SC06-146-2 (M00P02),SAN CLEMENTE,1,RESSFH,50,Single Family Residential,single family,0.405,5818643.567,133.5782103,40.99917755,10190.04583,2137.156419,20.97298143,,,,,,,,,,,,,,,,,
SC06-146-2 (M00P02),SAN CLEMENTE,1,RESMF,52,Multi-family Residential,multi-family,0.485,1695517.847,38.92388955,11.94691451,10190.04583,461.6411366,4.530314626,,,,,,,,,,,,,,,,,
SC06-146-2 (M00P02),SAN CLEMENTE,1,TRANS,60,Streets and Roads,surface street,0.471,2313890.117,53.11982031,16.30407339,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
SC06-146-2 (M00P02),SAN CLEMENTE,1,TRFWY,61,Freeway,highway/arterial,0.45,1097251.404,25.18952693,7.731424792,10190.04583,131.8068946,1.293486769,,,,,,,,,,,,,,,,,
SC06-146-2 (M00P02),SAN CLEMENTE,1,TROTH,62,Streets and Roads,surface street,0.471,113662.9906,2.609353657,0.800889259,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
SC06-146-2 (M00P02),SAN CLEMENTE,1,OSDEV,75,Developed Open Space,developed open space,0.217,1225404.18,28.13152162,8.634411607,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
SC06-146-2 (M00P02),SAN CLEMENTE,1,OSIRR,76,Developed Open Space,developed open space,0.217,58912.69986,1.352454901,0.41510916,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
SC06-146-2 (M00P02),SAN CLEMENTE,1,OSLOW,77,Open Space,open space,0.078,644581.5206,14.79761476,4.541833832,10190.04583,2065.076741,20.26562761,,,,,,,,,,,,,,,,,
SC06-146-2 (M00P02),SAN CLEMENTE,1,WATER,80,Water,water,0.797,116.3680354,0.002671453,8.20E-04,10190.04583,0.014187483,1.39E-04,,,,,,,,,,,,,,,,,
SC06-146-1 (M00P02),SAN CLEMENTE,1,RESSFH,50,Single Family Residential,single family,0.405,796685.2286,18.28944939,69.24407849,10190.04583,2137.156419,20.97298143,,,,,,,,,,,,,,,,,
SC06-146-1 (M00P02),SAN CLEMENTE,1,TRANS,60,Streets and Roads,surface street,0.471,334360.3111,7.675887249,29.06100276,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
SC06-146-1 (M00P02),SAN CLEMENTE,1,TROTH,62,Streets and Roads,surface street,0.471,19141.96579,0.439440826,1.663728326,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
SC06-146-1 (M00P02),SAN CLEMENTE,1,OSDEV,75,Developed Open Space,developed open space,0.217,358.9472579,0.008240328,0.031197983,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
SC12-068-2,SAN CLEMENTE,1,COMM,10,Commercial,business,0.486,982892.2058,22.56419048,27.74917069,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
SC12-068-2,SAN CLEMENTE,1,EDU,20,Education,business,0.422,3999.828341,0.091823791,0.112923796,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
SC12-068-2,SAN CLEMENTE,1,RESSFH,50,Single Family Residential,single family,0.405,248791.893,5.711498809,7.023932698,10190.04583,2137.156419,20.97298143,,,,,,,,,,,,,,,,,
SC12-068-2,SAN CLEMENTE,1,RESMF,52,Multi-family Residential,multi-family,0.485,1245693.998,28.5973136,35.1686331,10190.04583,461.6411366,4.530314626,,,,,,,,,,,,,,,,,
SC12-068-2,SAN CLEMENTE,1,TRANS,60,Streets and Roads,surface street,0.471,956160.9989,21.95052396,26.99449096,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
SC12-068-2,SAN CLEMENTE,1,TRFWY,61,Freeway,highway/arterial,0.45,12325.86875,0.282964143,0.347985907,10190.04583,131.8068946,1.293486769,,,,,,,,,,,,,,,,,
SC12-068-2,SAN CLEMENTE,1,OSDEV,75,Developed Open Space,developed open space,0.217,51348.07783,1.178794381,1.449667184,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
SC12-068-2,SAN CLEMENTE,1,OSIRR,76,Developed Open Space,developed open space,0.217,15169.52533,0.348245776,0.428268477,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
SC12-068-2,SAN CLEMENTE,1,OSLOW,77,Open Space,open space,0.078,25677.31135,0.589472315,0.72492598,10190.04583,2065.076741,20.26562761,,,,,,,,,,,,,,,,,
M00.2-066-1 (M00S07),SAN CLEMENTE,1,COMM,10,Commercial,business,0.486,760477.0195,17.45821996,12.80517433,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
M00.2-066-1 (M00S07),SAN CLEMENTE,1,UTIL,40,Commercial,business,0.486,9935.945497,0.228098835,0.167304877,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
M00.2-066-1 (M00S07),SAN CLEMENTE,1,RESSFH,50,Single Family Residential,single family,0.405,1420455.632,32.60930472,23.91812182,10190.04583,2137.156419,20.97298143,,,,,,,,,,,,,,,,,
M00.2-066-1 (M00S07),SAN CLEMENTE,1,RESMF,52,Multi-family Residential,multi-family,0.485,1648791.724,37.85120108,27.76292368,10190.04583,461.6411366,4.530314626,,,,,,,,,,,,,,,,,
M00.2-066-1 (M00S07),SAN CLEMENTE,1,TRANS,60,Streets and Roads,surface street,0.471,1367857.757,31.40181884,23.03246067,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
M00.2-066-1 (M00S07),SAN CLEMENTE,1,TRFWY,61,Freeway,highway/arterial,0.45,230944.6327,5.301780451,3.888725374,10190.04583,131.8068946,1.293486769,,,,,,,,,,,,,,,,,
M00.2-066-1 (M00S07),SAN CLEMENTE,1,TROTH,62,Streets and Roads,surface street,0.471,87153.91619,2.000786612,1.467527699,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
M00.2-066-1 (M00S07),SAN CLEMENTE,1,OSDEV,75,Developed Open Space,developed open space,0.217,342470.7763,7.862078655,5.766641044,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M00.2-066-1 (M00S07),SAN CLEMENTE,1,OSIRR,76,Developed Open Space,developed open space,0.217,70677.12191,1.62252995,1.190085754,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M00.2-066-1 (M00S07),SAN CLEMENTE,1,WATER,80,Water,water,0.797,61.39839497,0.001409519,0.001033847,10190.04583,0.014187483,1.39E-04,,,,,,,,,,,,,,,,,
SC07-079-5,SAN CLEMENTE,1,COMM,10,Commercial,business,0.486,34039.68096,0.781446674,2.609512235,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
SC07-079-5,SAN CLEMENTE,1,RESSFH,50,Single Family Residential,single family,0.405,243815.5178,5.597256499,18.69111457,10190.04583,2137.156419,20.97298143,,,,,,,,,,,,,,,,,
SC07-079-5,SAN CLEMENTE,1,RESMF,52,Multi-family Residential,multi-family,0.485,640970.5132,14.71471711,49.13736996,10190.04583,461.6411366,4.530314626,,,,,,,,,,,,,,,,,
SC07-079-5,SAN CLEMENTE,1,TRANS,60,Streets and Roads,surface street,0.471,364177.2566,8.360392867,27.91815258,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
SC07-079-5,SAN CLEMENTE,1,OSDEV,75,Developed Open Space,developed open space,0.217,21443.08854,0.492267546,1.64384625,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M02-102-1,SAN CLEMENTE,1,COMM,10,Commercial,business,0.486,9128658.737,209.5660067,4.343332022,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
M02-102-1,SAN CLEMENTE,1,EDU,20,Education,business,0.422,4328599.133,99.37136013,2.059507729,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
M02-102-1,SAN CLEMENTE,1,IND,30,Light Industrial,business,0.414,8953062.158,205.5348478,4.259784782,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
M02-102-1,SAN CLEMENTE,1,UTIL,40,Commercial,business,0.486,1835152.537,42.12947378,0.87314873,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
M02-102-1,SAN CLEMENTE,1,RESSFH,50,Single Family Residential,single family,0.405,35270999.49,809.713971,16.78161776,10190.04583,2137.156419,20.97298143,,,,,,,,,,,,,,,,,
M02-102-1,SAN CLEMENTE,1,RESMF,52,Multi-family Residential,multi-family,0.485,8577917.137,196.9226687,4.081294225,10190.04583,461.6411366,4.530314626,,,,,,,,,,,,,,,,,
M02-102-1,SAN CLEMENTE,1,TRANS,60,Streets and Roads,surface street,0.471,23842157.11,547.3428025,11.34387947,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
M02-102-1,SAN CLEMENTE,1,TRFWY,61,Freeway,highway/arterial,0.45,2315980.141,53.16780084,1.101922089,10190.04583,131.8068946,1.293486769,,,,,,,,,,,,,,,,,
M02-102-1,SAN CLEMENTE,1,OSDEV,75,Developed Open Space,developed open space,0.217,43267761.32,993.2950963,20.58640362,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M02-102-1,SAN CLEMENTE,1,OSIRR,76,Developed Open Space,developed open space,0.217,20340793.34,466.9622293,9.677962736,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M02-102-1,SAN CLEMENTE,1,OSLOW,77,Open Space,open space,0.078,51227127.24,1176.017726,24.37339686,10190.04583,2065.076741,20.26562761,,,,,,,,,,,,,,,,,
M02-102-1,SAN CLEMENTE,1,OSFOR,78,Open Space,open space,0.078,425831.2924,9.775780434,0.20260662,10190.04583,2065.076741,20.26562761,,,,,,,,,,,,,,,,,
M02-102-1,SAN CLEMENTE,1,OSWET,79,Open Space,open space,0.078,96866.39017,2.223755226,0.046088139,10190.04583,2065.076741,20.26562761,,,,,,,,,,,,,,,,,
M02-102-1,SAN CLEMENTE,1,OSVAC,9999,Developed Open Space,developed open space,0.217,565490.3942,12.98192507,0.269055138,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M02-061-5,SAN CLEMENTE,1,IND,30,Light Industrial,business,0.414,149522.2397,3.432572034,91.52316895,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
M02-061-5,SAN CLEMENTE,1,TRANS,60,Streets and Roads,surface street,0.471,13848.66922,0.317922971,8.476826562,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
M02-086-1,SAN CLEMENTE,1,RESSFH,50,Single Family Residential,single family,0.405,902513.7927,20.71894864,40.82682076,10190.04583,2137.156419,20.97298143,,,,,,,,,,,,,,,,,
M02-086-1,SAN CLEMENTE,1,TRANS,60,Streets and Roads,surface street,0.471,417937.1365,9.594554826,18.90613163,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
M02-086-1,SAN CLEMENTE,1,OSDEV,75,Developed Open Space,developed open space,0.217,850646.6035,19.52823705,38.48051597,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M02-086-1,SAN CLEMENTE,1,OSLOW,77,Open Space,open space,0.078,107.5731944,0.002469551,0.004866265,10190.04583,2065.076741,20.26562761,,,,,,,,,,,,,,,,,
M02-086-1,SAN CLEMENTE,1,OSVAC,9999,Developed Open Space,developed open space,0.217,39385.39366,0.904167842,1.781668514,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M02-013-1,SAN CLEMENTE,1,RESSFH,50,Single Family Residential,single family,0.405,1025533.604,23.54310619,54.52486019,10190.04583,2137.156419,20.97298143,,,,,,,,,,,,,,,,,
M02-013-1,SAN CLEMENTE,1,TRANS,60,Streets and Roads,surface street,0.471,385408.1026,8.847787975,20.491111,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
M02-013-1,SAN CLEMENTE,1,OSDEV,75,Developed Open Space,developed open space,0.217,469448.6157,10.7771004,24.95931879,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M02-013-1,SAN CLEMENTE,1,OSLOW,77,Open Space,open space,0.078,464.8151046,0.010670729,0.024712967,10190.04583,2065.076741,20.26562761,,,,,,,,,,,,,,,,,
SM01-086-1 (M03P01),SAN CLEMENTE,1,COMM,10,Commercial,business,0.486,276009.5906,6.33633367,2.886852901,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
SM01-086-1 (M03P01),SAN CLEMENTE,1,IND,30,Light Industrial,business,0.414,509865.897,11.70495722,5.332814126,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
SM01-086-1 (M03P01),SAN CLEMENTE,1,RESSFH,50,Single Family Residential,single family,0.405,1872184.917,42.97962363,19.58164731,10190.04583,2137.156419,20.97298143,,,,,,,,,,,,,,,,,
SM01-086-1 (M03P01),SAN CLEMENTE,1,RESMF,52,Multi-family Residential,multi-family,0.485,1789271.136,41.07617754,18.71443148,10190.04583,461.6411366,4.530314626,,,,,,,,,,,,,,,,,
SM01-086-1 (M03P01),SAN CLEMENTE,1,TRANS,60,Streets and Roads,surface street,0.471,1924614.879,44.18325477,20.13002532,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
SM01-086-1 (M03P01),SAN CLEMENTE,1,OSDEV,75,Developed Open Space,developed open space,0.217,2325598.198,53.38860193,24.3240095,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
SM01-086-1 (M03P01),SAN CLEMENTE,1,OSIRR,76,Developed Open Space,developed open space,0.217,779101.9633,17.88579155,8.148821053,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
SM01-086-1 (M03P01),SAN CLEMENTE,1,OSLOW,77,Open Space,open space,0.078,72155.97444,1.656479868,0.754697269,10190.04583,2065.076741,20.26562761,,,,,,,,,,,,,,,,,
SM01-086-1 (M03P01),SAN CLEMENTE,1,OSVAC,9999,Developed Open Space,developed open space,0.217,12113.90335,0.278098067,0.126702326,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M02-028-2 (M02P08),SAN CLEMENTE,1,UTIL,40,Commercial,business,0.486,467273.2205,10.72716,4.850221626,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
M02-028-2 (M02P08),SAN CLEMENTE,1,RESSFH,50,Single Family Residential,single family,0.405,2075394.829,47.64469996,21.54226786,10190.04583,2137.156419,20.97298143,,,,,,,,,,,,,,,,,
M02-028-2 (M02P08),SAN CLEMENTE,1,RESMF,52,Multi-family Residential,multi-family,0.485,228680.1133,5.249794031,2.373663164,10190.04583,461.6411366,4.530314626,,,,,,,,,,,,,,,,,
M02-028-2 (M02P08),SAN CLEMENTE,1,TRANS,60,Streets and Roads,surface street,0.471,769742.7659,17.67093308,7.989807346,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
M02-028-2 (M02P08),SAN CLEMENTE,1,OSDEV,75,Developed Open Space,developed open space,0.217,2729914.439,62.67046279,28.3360772,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M02-028-2 (M02P08),SAN CLEMENTE,1,OSIRR,76,Developed Open Space,developed open space,0.217,1768542.584,40.60031355,18.35719042,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M02-028-2 (M02P08),SAN CLEMENTE,1,OSLOW,77,Open Space,open space,0.078,1592479.037,36.55843451,16.52967884,10190.04583,2065.076741,20.26562761,,,,,,,,,,,,,,,,,
M02-028-2 (M02P08),SAN CLEMENTE,1,OSVAC,9999,Developed Open Space,developed open space,0.217,2032.193867,0.046652938,0.021093849,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M02-015-1,SAN CLEMENTE,1,RESSFH,50,Single Family Residential,single family,0.405,1125658.144,25.84165857,39.2205604,10190.04583,2137.156419,20.97298143,,,,,,,,,,,,,,,,,
M02-015-1,SAN CLEMENTE,1,TRANS,60,Streets and Roads,surface street,0.471,365708.1901,8.395538406,12.742128,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
M02-015-1,SAN CLEMENTE,1,OSDEV,75,Developed Open Space,developed open space,0.217,582041.8353,13.3618954,20.27969777,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M02-015-1,SAN CLEMENTE,1,OSIRR,76,Developed Open Space,developed open space,0.217,736236.2728,16.90172676,25.65219232,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M02-015-1,SAN CLEMENTE,1,OSLOW,77,Open Space,open space,0.078,60427.18983,1.387222946,2.105424511,10190.04583,2065.076741,20.26562761,,,,,,,,,,,,,,,,,
M02-052-2,SAN CLEMENTE,1,COMM,10,Commercial,business,0.486,4847558.463,111.2850747,3.582447965,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
M02-052-2,SAN CLEMENTE,1,EDU,20,Education,business,0.422,1235193.547,28.35625547,0.912834088,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
M02-052-2,SAN CLEMENTE,1,IND,30,Light Industrial,business,0.414,7652767.61,175.684073,5.655556702,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
M02-052-2,SAN CLEMENTE,1,UTIL,40,Commercial,business,0.486,765041.8625,17.56301475,0.565382075,10190.04583,1031.033319,10.11804399,,,,,,,,,,,,,,,,,
M02-052-2,SAN CLEMENTE,1,RESSFH,50,Single Family Residential,single family,0.405,17696512.59,406.2576532,13.07809612,10190.04583,2137.156419,20.97298143,,,,,,,,,,,,,,,,,
M02-052-2,SAN CLEMENTE,1,RESMF,52,Multi-family Residential,multi-family,0.485,2992879.722,68.70733915,2.21180125,10190.04583,461.6411366,4.530314626,,,,,,,,,,,,,,,,,
M02-052-2,SAN CLEMENTE,1,TRANS,60,Streets and Roads,surface street,0.471,14218412.54,326.4111436,10.50770681,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
M02-052-2,SAN CLEMENTE,1,OSDEV,75,Developed Open Space,developed open space,0.217,31541856.3,724.1042806,23.31009719,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M02-052-2,SAN CLEMENTE,1,OSIRR,76,Developed Open Space,developed open space,0.217,19418196.86,445.7822437,14.35045711,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
M02-052-2,SAN CLEMENTE,1,OSLOW,77,Open Space,open space,0.078,34019475.21,780.9828118,25.14110983,10190.04583,2065.076741,20.26562761,,,,,,,,,,,,,,,,,
M02-052-2,SAN CLEMENTE,1,OSFOR,78,Open Space,open space,0.078,377398.1773,8.663904659,0.278905214,10190.04583,2065.076741,20.26562761,,,,,,,,,,,,,,,,,
M02-052-2,SAN CLEMENTE,1,OSWET,79,Open Space,open space,0.078,58119.86102,1.334253753,0.042951803,10190.04583,2065.076741,20.26562761,,,,,,,,,,,,,,,,,
M02-052-2,SAN CLEMENTE,1,OSVAC,9999,Developed Open Space,developed open space,0.217,490721.7824,11.26546706,0.362653749,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
SC07-079-4,SAN CLEMENTE,1,RESSFH,50,Single Family Residential,single family,0.405,8230.948645,0.188957336,17.7108515,10190.04583,2137.156419,20.97298143,,,,,,,,,,,,,,,,,
SC07-079-4,SAN CLEMENTE,1,RESMF,52,Multi-family Residential,multi-family,0.485,7384.422812,0.169523699,15.88934902,10190.04583,461.6411366,4.530314626,,,,,,,,,,,,,,,,,
SC07-079-4,SAN CLEMENTE,1,TROTH,62,Streets and Roads,surface street,0.471,25854.0862,0.593530524,55.63124023,10190.04583,1283.609395,12.59669894,,,,,,,,,,,,,,,,,
SC07-079-4,SAN CLEMENTE,1,OSDEV,75,Developed Open Space,developed open space,0.217,5004.562819,0.114889413,10.76851196,10190.04583,3079.707736,30.22270741,,,,,,,,,,,,,,,,,
L01-749-3,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,1306890.463,30.00219674,71.55279323,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L01-749-3,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,346405.439,7.952406442,18.96584102,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-749-3,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,155324.5228,3.565774659,8.504081853,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-749-3,SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,17849.99924,0.409781236,0.977294839,3464.826613,700.1696999,20.20792894,,,,,,,,,,,,,,,,,
L01-556-1,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,1975157.1,45.34354913,46.87307079,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L01-556-1,SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,1411514.993,32.40405509,33.49710371,3464.826613,321.5490378,9.280378896,,,,,,,,,,,,,,,,,
L01-556-1,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,598468.8988,13.73901039,14.20245259,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-556-1,SAN JUAN CAPISTRANO,1,OSAGIR,70,Agriculture,agriculture,0.222,140664.5899,3.229227561,3.338155372,3464.826613,217.2805725,6.271037393,,,,,,,,,,,,,,,,,
L01-556-1,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,51778.35712,1.188672274,1.228768385,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-556-1,SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,36258.03685,0.832373321,0.860450811,3464.826613,700.1696999,20.20792894,,,,,,,,,,,,,,,,,
L01-748-1,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,3437626.241,78.91735517,78.98209507,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L01-748-1,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,680488.7989,15.62193574,15.6347512,3464.826613,388.6333127,11.21652989,,,,,,,,,,,,,,,,,
L01-748-1,SAN JUAN CAPISTRANO,1,OSAGIR,70,Agriculture,agriculture,0.222,22611.8763,0.519099328,0.519525172,3464.826613,217.2805725,6.271037393,,,,,,,,,,,,,,,,,
L01-748-1,SAN JUAN CAPISTRANO,1,OSAGNI,71,Agriculture,agriculture,0.222,8115.157557,0.186299128,0.186451959,3464.826613,217.2805725,6.271037393,,,,,,,,,,,,,,,,,
L01-748-1,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,36074.02748,0.828149031,0.828828403,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-748-1,SAN JUAN CAPISTRANO,1,OSIRR,76,Developed Open Space,developed open space,0.217,110803.228,2.543702278,2.545789005,3464.826613,389.15702,11.23164485,,,,,,,,,,,,,,,,,
L01-748-1,SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,56692.85573,1.301494089,1.30256177,3464.826613,700.1696999,20.20792894,,,,,,,,,,,,,,,,,
L01-618-5 (L01S09),SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,78113.162,1.793238624,0.4562875,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-618-5 (L01S09),SAN JUAN CAPISTRANO,1,EDU,20,Education,business,0.422,74189.17588,1.703155938,0.433366065,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-618-5 (L01S09),SAN JUAN CAPISTRANO,1,IND,30,Light Industrial,business,0.414,1682.619284,0.038627778,0.009828794,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-618-5 (L01S09),SAN JUAN CAPISTRANO,1,UTIL,40,Commercial,business,0.486,70628.41399,1.621411766,0.412566354,3464.826613,327.3389305,9.447483729,,,,,,,,,,,,,,,,,
L01-618-5 (L01S09),SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,3937933.55,90.40287654,23.0029077,3464.826613,1070.297336,30.89035773,,,,,,,,,,,,,,,,,
L01-618-5 (L01S09),SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,41278.36667,0.947624697,0.241122011,3464.826613,321.5490378,9.280378896,,,,,,,,,,,,,,,,,
