Station,Sample Type,Parameter,Qualifier,ResultAvg,Units
M02-085-2,Total,Dieldrin,<,1,ng/L
L01-726-5,Total,Dieldrin,<,1,ng/L
L04-266-5,Total,Dimethoate,<,5,ng/L
I01-11343-2 (I02P18),Total,Dimethoate,<,5,ng/L
L03-418-8,Total,Dimethoate,<,5,ng/L
K01-12177-1 (K01P07),Total,Dimethoate,<,5,ng/L
J03-9221-1 (J03P02),Total,Dimethoate,<,5,ng/L
J01-9224-1 (J01P24),Total,Dimethoate,<,5,ng/L
J01-9224-2 (J01P25),Total,Dimethoate,<,5,ng/L
L03-662-3 (L03P16),Total,Dimethoate,<,5,ng/L
L03-214-2 (L03P18),Total,Dimethoate,<,5,ng/L
L03-316-3 (L03P12),Total,Dimethoate,<,5,ng/L
J01-9992-1 (J01P27),Total,Dimethoate,<,5,ng/L
J01-9131-1 (J01P28),Total,Dimethoate,<,5,ng/L
J01-9007-1 (J02P05),Total,Dimethoate,<,5,ng/L
J06-10011-1 (J06P01),Total,Dimethoate,<,5,ng/L
J06-9079-1 (J06P03),Total,Dimethoate,<,5,ng/L
J01-9082-2,Total,Dimethoate,<,5,ng/L
I01-11010-1,Total,Dimethoate,<,5,ng/L
I00-11468-1,Total,Dimethoate,<,5,ng/L
J01-10004-1 (J01P01),Total,Dimethoate,<,5,ng/L
L01-749-2,Total,Dimethoate,<,5,ng/L
L05-503-1,Total,Dimethoate,<,5,ng/L
L01-724-4 (L01P03),Total,Dimethoate,<,5,ng/L
L01-724-1 (L01S01),Total,Dimethoate,<,5,ng/L
L01-728-5 (L01-DP),Total,Dimethoate,<,5,ng/L
K01-12126-1 (K01S01),Total,Dimethoate,<,5,ng/L
K01-12159-2,Total,Dimethoate,<,5,ng/L
K01-12159-3,Total,Dimethoate,<,5,ng/L
L05-489-3,Total,Dimethoate,<,5,ng/L
L05-049-1,Total,Dimethoate,<,5,ng/L
L02-374-1 (L02P50),Total,Dimethoate,<,5,ng/L
L01-404-1,Total,Dimethoate,<,5,ng/L
L01-340-1,Total,Dimethoate,<,5,ng/L
L02-246-1 (L11P01),Total,Dimethoate,<,5,ng/L
L02-641-1,Total,Dimethoate,<,5,ng/L
L02-641-2,Total,Dimethoate,<,5,ng/L
L01-731-1 (L08TBN2),Total,Dimethoate,<,5,ng/L
L02-166-3 (L02P26),Total,Dimethoate,<,5,ng/L
L04-672-1,Total,Dimethoate,<,5,ng/L
M01-042-1 (M01S01),Total,Dimethoate,<,5,ng/L
M02-032-1,Total,Dimethoate,<,5,ng/L
SC1-2,Total,Dimethoate,<,5,ng/L
M02-085-1 (M02P06),Total,Dimethoate,<,5,ng/L
M02-085-2,Total,Dimethoate,<,5,ng/L
L01-726-5,Total,Dimethoate,<,5,ng/L
L04-266-5,Total,Disulfoton,<,1,ng/L
I01-11343-2 (I02P18),Total,Disulfoton,<,1,ng/L
L03-418-8,Total,Disulfoton,<,1,ng/L
K01-12177-1 (K01P07),Total,Disulfoton,<,1,ng/L
J03-9221-1 (J03P02),Total,Disulfoton,<,1,ng/L
J01-9224-1 (J01P24),Total,Disulfoton,<,1,ng/L
J01-9224-2 (J01P25),Total,Disulfoton,<,1,ng/L
L03-662-3 (L03P16),Total,Disulfoton,<,1,ng/L
L03-214-2 (L03P18),Total,Disulfoton,<,1,ng/L
L03-316-3 (L03P12),Total,Disulfoton,<,1,ng/L
J01-9992-1 (J01P27),Total,Disulfoton,<,1,ng/L
J01-9131-1 (J01P28),Total,Disulfoton,<,1,ng/L
J01-9007-1 (J02P05),Total,Disulfoton,<,1,ng/L
J06-10011-1 (J06P01),Total,Disulfoton,<,1,ng/L
J06-9079-1 (J06P03),Total,Disulfoton,<,1,ng/L
J01-9082-2,Total,Disulfoton,<,1,ng/L
I01-11010-1,Total,Disulfoton,<,1,ng/L
I00-11468-1,Total,Disulfoton,<,1,ng/L
J01-10004-1 (J01P01),Total,Disulfoton,<,1,ng/L
L01-749-2,Total,Disulfoton,<,1,ng/L
L05-503-1,Total,Disulfoton,<,1,ng/L
L01-724-4 (L01P03),Total,Disulfoton,<,1,ng/L
L01-724-1 (L01S01),Total,Disulfoton,<,1,ng/L
L01-728-5 (L01-DP),Total,Disulfoton,<,1,ng/L
K01-12126-1 (K01S01),Total,Disulfoton,<,1,ng/L
K01-12159-2,Total,Disulfoton,<,1,ng/L
K01-12159-3,Total,Disulfoton,<,1,ng/L
L05-489-3,Total,Disulfoton,<,1,ng/L
L05-049-1,Total,Disulfoton,<,1,ng/L
L02-374-1 (L02P50),Total,Disulfoton,<,1,ng/L
L01-404-1,Total,Disulfoton,<,1,ng/L
L01-340-1,Total,Disulfoton,<,1,ng/L
L02-246-1 (L11P01),Total,Disulfoton,<,1,ng/L
L02-641-1,Total,Disulfoton,<,1,ng/L
L02-641-2,Total,Disulfoton,<,1,ng/L
L01-731-1 (L08TBN2),Total,Disulfoton,<,1,ng/L
L02-166-3 (L02P26),Total,Disulfoton,<,1,ng/L
L04-672-1,Total,Disulfoton,<,1,ng/L
M01-042-1 (M01S01),Total,Disulfoton,<,1,ng/L
M02-032-1,Total,Disulfoton,<,1,ng/L
SC1-2,Total,Disulfoton,<,1,ng/L
M02-085-1 (M02P06),Total,Disulfoton,<,1,ng/L
M02-085-2,Total,Disulfoton,<,1,ng/L
L01-726-5,Total,Disulfoton,<,1,ng/L
L04-266-5,Total,Endosulfan-I,<,2.5,ng/L
I01-11343-2 (I02P18),Total,Endosulfan-I,<,2.5,ng/L
L03-418-8,Total,Endosulfan-I,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Endosulfan-I,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Endosulfan-I,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Endosulfan-I,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Endosulfan-I,<,2.5,ng/L
L03-662-3 (L03P16),Total,Endosulfan-I,<,2.5,ng/L
L03-214-2 (L03P18),Total,Endosulfan-I,<,2.5,ng/L
L03-316-3 (L03P12),Total,Endosulfan-I,<,2.5,ng/L
J01-9992-1 (J01P27),Total,Endosulfan-I,<,2.5,ng/L
J01-9131-1 (J01P28),Total,Endosulfan-I,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Endosulfan-I,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Endosulfan-I,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Endosulfan-I,<,2.5,ng/L
J01-9082-2,Total,Endosulfan-I,<,2.5,ng/L
I01-11010-1,Total,Endosulfan-I,<,2.5,ng/L
I00-11468-1,Total,Endosulfan-I,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Endosulfan-I,<,2.5,ng/L
L01-749-2,Total,Endosulfan-I,<,2.5,ng/L
L05-503-1,Total,Endosulfan-I,<,2.5,ng/L
L01-724-4 (L01P03),Total,Endosulfan-I,<,2.5,ng/L
L01-724-1 (L01S01),Total,Endosulfan-I,<,2.5,ng/L
L01-728-5 (L01-DP),Total,Endosulfan-I,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Endosulfan-I,<,2.5,ng/L
K01-12159-2,Total,Endosulfan-I,<,2.5,ng/L
K01-12159-3,Total,Endosulfan-I,<,2.5,ng/L
L05-489-3,Total,Endosulfan-I,<,2.5,ng/L
L05-049-1,Total,Endosulfan-I,<,2.5,ng/L
L02-374-1 (L02P50),Total,Endosulfan-I,<,2.5,ng/L
L01-404-1,Total,Endosulfan-I,<,2.5,ng/L
L01-340-1,Total,Endosulfan-I,<,2.5,ng/L
L02-246-1 (L11P01),Total,Endosulfan-I,<,2.5,ng/L
L02-641-1,Total,Endosulfan-I,<,2.5,ng/L
L02-641-2,Total,Endosulfan-I,<,2.5,ng/L
L01-731-1 (L08TBN2),Total,Endosulfan-I,<,2.5,ng/L
L02-166-3 (L02P26),Total,Endosulfan-I,<,2.5,ng/L
L04-672-1,Total,Endosulfan-I,<,2.5,ng/L
M01-042-1 (M01S01),Total,Endosulfan-I,<,2.5,ng/L
M02-032-1,Total,Endosulfan-I,<,2.5,ng/L
SC1-2,Total,Endosulfan-I,<,2.5,ng/L
M02-085-1 (M02P06),Total,Endosulfan-I,<,2.5,ng/L
M02-085-2,Total,Endosulfan-I,<,2.5,ng/L
L01-726-5,Total,Endosulfan-I,<,2.5,ng/L
L04-266-5,Total,Endosulfan-II,<,2.5,ng/L
I01-11343-2 (I02P18),Total,Endosulfan-II,<,2.5,ng/L
L03-418-8,Total,Endosulfan-II,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Endosulfan-II,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Endosulfan-II,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Endosulfan-II,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Endosulfan-II,<,2.5,ng/L
L03-662-3 (L03P16),Total,Endosulfan-II,<,2.5,ng/L
L03-214-2 (L03P18),Total,Endosulfan-II,<,2.5,ng/L
L03-316-3 (L03P12),Total,Endosulfan-II,<,2.5,ng/L
J01-9992-1 (J01P27),Total,Endosulfan-II,<,2.5,ng/L
J01-9131-1 (J01P28),Total,Endosulfan-II,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Endosulfan-II,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Endosulfan-II,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Endosulfan-II,<,2.5,ng/L
J01-9082-2,Total,Endosulfan-II,<,2.5,ng/L
I01-11010-1,Total,Endosulfan-II,<,2.5,ng/L
I00-11468-1,Total,Endosulfan-II,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Endosulfan-II,<,2.5,ng/L
L01-749-2,Total,Endosulfan-II,<,2.5,ng/L
L05-503-1,Total,Endosulfan-II,<,2.5,ng/L
L01-724-4 (L01P03),Total,Endosulfan-II,<,2.5,ng/L
L01-724-1 (L01S01),Total,Endosulfan-II,<,2.5,ng/L
L01-728-5 (L01-DP),Total,Endosulfan-II,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Endosulfan-II,<,2.5,ng/L
K01-12159-2,Total,Endosulfan-II,<,2.5,ng/L
K01-12159-3,Total,Endosulfan-II,<,2.5,ng/L
L05-489-3,Total,Endosulfan-II,<,2.5,ng/L
L05-049-1,Total,Endosulfan-II,<,2.5,ng/L
L02-374-1 (L02P50),Total,Endosulfan-II,<,2.5,ng/L
L01-404-1,Total,Endosulfan-II,<,2.5,ng/L
L01-340-1,Total,Endosulfan-II,<,2.5,ng/L
L02-246-1 (L11P01),Total,Endosulfan-II,<,2.5,ng/L
L02-641-1,Total,Endosulfan-II,<,2.5,ng/L
L02-641-2,Total,Endosulfan-II,<,2.5,ng/L
L01-731-1 (L08TBN2),Total,Endosulfan-II,<,2.5,ng/L
L02-166-3 (L02P26),Total,Endosulfan-II,<,2.5,ng/L
L04-672-1,Total,Endosulfan-II,<,2.5,ng/L
M01-042-1 (M01S01),Total,Endosulfan-II,<,2.5,ng/L
M02-032-1,Total,Endosulfan-II,<,2.5,ng/L
SC1-2,Total,Endosulfan-II,<,2.5,ng/L
M02-085-1 (M02P06),Total,Endosulfan-II,<,2.5,ng/L
M02-085-2,Total,Endosulfan-II,<,2.5,ng/L
L01-726-5,Total,Endosulfan-II,<,2.5,ng/L
L04-266-5,Total,Endosulfan Sulfate,<,2.5,ng/L
I01-11343-2 (I02P18),Total,Endosulfan Sulfate,<,2.5,ng/L
L03-418-8,Total,Endosulfan Sulfate,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Endosulfan Sulfate,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Endosulfan Sulfate,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Endosulfan Sulfate,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Endosulfan Sulfate,<,2.5,ng/L
L03-662-3 (L03P16),Total,Endosulfan Sulfate,<,2.5,ng/L
L03-214-2 (L03P18),Total,Endosulfan Sulfate,<,2.5,ng/L
L03-316-3 (L03P12),Total,Endosulfan Sulfate,<,2.5,ng/L
J01-9992-1 (J01P27),Total,Endosulfan Sulfate,<,2.5,ng/L
J01-9131-1 (J01P28),Total,Endosulfan Sulfate,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Endosulfan Sulfate,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Endosulfan Sulfate,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Endosulfan Sulfate,<,2.5,ng/L
J01-9082-2,Total,Endosulfan Sulfate,<,2.5,ng/L
I01-11010-1,Total,Endosulfan Sulfate,<,2.5,ng/L
I00-11468-1,Total,Endosulfan Sulfate,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Endosulfan Sulfate,<,2.5,ng/L
L01-749-2,Total,Endosulfan Sulfate,<,2.5,ng/L
L05-503-1,Total,Endosulfan Sulfate,<,2.5,ng/L
L01-724-4 (L01P03),Total,Endosulfan Sulfate,<,2.5,ng/L
L01-724-1 (L01S01),Total,Endosulfan Sulfate,<,2.5,ng/L
L01-728-5 (L01-DP),Total,Endosulfan Sulfate,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Endosulfan Sulfate,<,2.5,ng/L
K01-12159-2,Total,Endosulfan Sulfate,<,2.5,ng/L
K01-12159-3,Total,Endosulfan Sulfate,<,2.5,ng/L
L05-489-3,Total,Endosulfan Sulfate,<,2.5,ng/L
L05-049-1,Total,Endosulfan Sulfate,<,2.5,ng/L
L02-374-1 (L02P50),Total,Endosulfan Sulfate,<,2.5,ng/L
L01-404-1,Total,Endosulfan Sulfate,<,2.5,ng/L
L01-340-1,Total,Endosulfan Sulfate,<,2.5,ng/L
L02-246-1 (L11P01),Total,Endosulfan Sulfate,<,2.5,ng/L
L02-641-1,Total,Endosulfan Sulfate,<,2.5,ng/L
L02-641-2,Total,Endosulfan Sulfate,<,2.5,ng/L
L01-731-1 (L08TBN2),Total,Endosulfan Sulfate,<,2.5,ng/L
L02-166-3 (L02P26),Total,Endosulfan Sulfate,<,2.5,ng/L
L04-672-1,Total,Endosulfan Sulfate,<,2.5,ng/L
M01-042-1 (M01S01),Total,Endosulfan Sulfate,<,2.5,ng/L
M02-032-1,Total,Endosulfan Sulfate,<,2.5,ng/L
SC1-2,Total,Endosulfan Sulfate,<,2.5,ng/L
M02-085-1 (M02P06),Total,Endosulfan Sulfate,<,2.5,ng/L
M02-085-2,Total,Endosulfan Sulfate,<,2.5,ng/L
L01-726-5,Total,Endosulfan Sulfate,<,2.5,ng/L
L04-266-5,Total,Endrin,<,2.5,ng/L
I01-11343-2 (I02P18),Total,Endrin,<,2.5,ng/L
L03-418-8,Total,Endrin,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Endrin,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Endrin,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Endrin,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Endrin,<,2.5,ng/L
L03-662-3 (L03P16),Total,Endrin,<,2.5,ng/L
L03-214-2 (L03P18),Total,Endrin,<,2.5,ng/L
L03-316-3 (L03P12),Total,Endrin,<,2.5,ng/L
J01-9992-1 (J01P27),Total,Endrin,<,2.5,ng/L
J01-9131-1 (J01P28),Total,Endrin,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Endrin,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Endrin,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Endrin,<,2.5,ng/L
J01-9082-2,Total,Endrin,<,2.5,ng/L
I01-11010-1,Total,Endrin,<,2.5,ng/L
I00-11468-1,Total,Endrin,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Endrin,<,2.5,ng/L
L01-749-2,Total,Endrin,<,2.5,ng/L
L05-503-1,Total,Endrin,<,2.5,ng/L
L01-724-4 (L01P03),Total,Endrin,<,2.5,ng/L
L01-724-1 (L01S01),Total,Endrin,<,2.5,ng/L
L01-728-5 (L01-DP),Total,Endrin,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Endrin,<,2.5,ng/L
K01-12159-2,Total,Endrin,<,2.5,ng/L
K01-12159-3,Total,Endrin,<,2.5,ng/L
L05-489-3,Total,Endrin,<,2.5,ng/L
L05-049-1,Total,Endrin,<,2.5,ng/L
L02-374-1 (L02P50),Total,Endrin,<,2.5,ng/L
L01-404-1,Total,Endrin,<,2.5,ng/L
L01-340-1,Total,Endrin,<,2.5,ng/L
L02-246-1 (L11P01),Total,Endrin,<,2.5,ng/L
L02-641-1,Total,Endrin,<,2.5,ng/L
L02-641-2,Total,Endrin,<,2.5,ng/L
L01-731-1 (L08TBN2),Total,Endrin,<,2.5,ng/L
L02-166-3 (L02P26),Total,Endrin,<,2.5,ng/L
L04-672-1,Total,Endrin,<,2.5,ng/L
M01-042-1 (M01S01),Total,Endrin,<,2.5,ng/L
M02-032-1,Total,Endrin,<,2.5,ng/L
SC1-2,Total,Endrin,<,2.5,ng/L
M02-085-1 (M02P06),Total,Endrin,<,2.5,ng/L
M02-085-2,Total,Endrin,<,2.5,ng/L
L01-726-5,Total,Endrin,<,2.5,ng/L
L04-266-5,Total,Endrin Aldehyde,<,2.5,ng/L
I01-11343-2 (I02P18),Total,Endrin Aldehyde,<,2.5,ng/L
L03-418-8,Total,Endrin Aldehyde,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Endrin Aldehyde,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Endrin Aldehyde,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Endrin Aldehyde,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Endrin Aldehyde,<,2.5,ng/L
L03-662-3 (L03P16),Total,Endrin Aldehyde,<,2.5,ng/L
L03-214-2 (L03P18),Total,Endrin Aldehyde,<,2.5,ng/L
L03-316-3 (L03P12),Total,Endrin Aldehyde,<,2.5,ng/L
J01-9992-1 (J01P27),Total,Endrin Aldehyde,<,2.5,ng/L
J01-9131-1 (J01P28),Total,Endrin Aldehyde,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Endrin Aldehyde,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Endrin Aldehyde,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Endrin Aldehyde,<,2.5,ng/L
J01-9082-2,Total,Endrin Aldehyde,<,2.5,ng/L
I01-11010-1,Total,Endrin Aldehyde,<,2.5,ng/L
I00-11468-1,Total,Endrin Aldehyde,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Endrin Aldehyde,<,2.5,ng/L
L01-749-2,Total,Endrin Aldehyde,<,2.5,ng/L
L05-503-1,Total,Endrin Aldehyde,<,2.5,ng/L
L01-724-4 (L01P03),Total,Endrin Aldehyde,<,2.5,ng/L
L01-724-1 (L01S01),Total,Endrin Aldehyde,<,2.5,ng/L
L01-728-5 (L01-DP),Total,Endrin Aldehyde,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Endrin Aldehyde,<,2.5,ng/L
K01-12159-2,Total,Endrin Aldehyde,<,2.5,ng/L
K01-12159-3,Total,Endrin Aldehyde,<,2.5,ng/L
L05-489-3,Total,Endrin Aldehyde,<,2.5,ng/L
L05-049-1,Total,Endrin Aldehyde,<,2.5,ng/L
L02-374-1 (L02P50),Total,Endrin Aldehyde,<,2.5,ng/L
L01-404-1,Total,Endrin Aldehyde,<,2.5,ng/L
L01-340-1,Total,Endrin Aldehyde,<,2.5,ng/L
L02-246-1 (L11P01),Total,Endrin Aldehyde,<,2.5,ng/L
L02-641-1,Total,Endrin Aldehyde,<,2.5,ng/L
L02-641-2,Total,Endrin Aldehyde,<,2.5,ng/L
L01-731-1 (L08TBN2),Total,Endrin Aldehyde,<,2.5,ng/L
L02-166-3 (L02P26),Total,Endrin Aldehyde,<,2.5,ng/L
L04-672-1,Total,Endrin Aldehyde,<,2.5,ng/L
M01-042-1 (M01S01),Total,Endrin Aldehyde,<,2.5,ng/L
M02-032-1,Total,Endrin Aldehyde,<,2.5,ng/L
SC1-2,Total,Endrin Aldehyde,<,2.5,ng/L
M02-085-1 (M02P06),Total,Endrin Aldehyde,<,2.5,ng/L
M02-085-2,Total,Endrin Aldehyde,<,2.5,ng/L
L01-726-5,Total,Endrin Aldehyde,<,2.5,ng/L
L04-266-5,Total,Ethoprop (Ethoprofos),<,1,ng/L
I01-11343-2 (I02P18),Total,Ethoprop (Ethoprofos),<,1,ng/L
L03-418-8,Total,Ethoprop (Ethoprofos),<,1,ng/L
K01-12177-1 (K01P07),Total,Ethoprop (Ethoprofos),<,1,ng/L
J03-9221-1 (J03P02),Total,Ethoprop (Ethoprofos),<,1,ng/L
J01-9224-1 (J01P24),Total,Ethoprop (Ethoprofos),<,1,ng/L
J01-9224-2 (J01P25),Total,Ethoprop (Ethoprofos),<,1,ng/L
L03-662-3 (L03P16),Total,Ethoprop (Ethoprofos),<,1,ng/L
L03-214-2 (L03P18),Total,Ethoprop (Ethoprofos),<,1,ng/L
L03-316-3 (L03P12),Total,Ethoprop (Ethoprofos),<,1,ng/L
J01-9992-1 (J01P27),Total,Ethoprop (Ethoprofos),<,1,ng/L
J01-9131-1 (J01P28),Total,Ethoprop (Ethoprofos),<,1,ng/L
J01-9007-1 (J02P05),Total,Ethoprop (Ethoprofos),<,1,ng/L
J06-10011-1 (J06P01),Total,Ethoprop (Ethoprofos),<,1,ng/L
J06-9079-1 (J06P03),Total,Ethoprop (Ethoprofos),<,1,ng/L
J01-9082-2,Total,Ethoprop (Ethoprofos),<,1,ng/L
I01-11010-1,Total,Ethoprop (Ethoprofos),<,1,ng/L
I00-11468-1,Total,Ethoprop (Ethoprofos),<,1,ng/L
J01-10004-1 (J01P01),Total,Ethoprop (Ethoprofos),<,1,ng/L
L01-749-2,Total,Ethoprop (Ethoprofos),<,1,ng/L
L05-503-1,Total,Ethoprop (Ethoprofos),<,1,ng/L
L01-724-4 (L01P03),Total,Ethoprop (Ethoprofos),<,1,ng/L
L01-724-1 (L01S01),Total,Ethoprop (Ethoprofos),<,1,ng/L
L01-728-5 (L01-DP),Total,Ethoprop (Ethoprofos),<,1,ng/L
K01-12126-1 (K01S01),Total,Ethoprop (Ethoprofos),<,1,ng/L
K01-12159-2,Total,Ethoprop (Ethoprofos),<,1,ng/L
K01-12159-3,Total,Ethoprop (Ethoprofos),<,1,ng/L
L05-489-3,Total,Ethoprop (Ethoprofos),<,1,ng/L
L05-049-1,Total,Ethoprop (Ethoprofos),<,1,ng/L
L02-374-1 (L02P50),Total,Ethoprop (Ethoprofos),<,1,ng/L
L01-404-1,Total,Ethoprop (Ethoprofos),<,1,ng/L
L01-340-1,Total,Ethoprop (Ethoprofos),<,1,ng/L
L02-246-1 (L11P01),Total,Ethoprop (Ethoprofos),<,1,ng/L
L02-641-1,Total,Ethoprop (Ethoprofos),<,1,ng/L
L02-641-2,Total,Ethoprop (Ethoprofos),<,1,ng/L
L01-731-1 (L08TBN2),Total,Ethoprop (Ethoprofos),<,1,ng/L
L02-166-3 (L02P26),Total,Ethoprop (Ethoprofos),<,1,ng/L
L04-672-1,Total,Ethoprop (Ethoprofos),<,1,ng/L
M01-042-1 (M01S01),Total,Ethoprop (Ethoprofos),<,1,ng/L
M02-032-1,Total,Ethoprop (Ethoprofos),<,1,ng/L
SC1-2,Total,Ethoprop (Ethoprofos),<,1,ng/L
M02-085-1 (M02P06),Total,Ethoprop (Ethoprofos),<,1,ng/L
M02-085-2,Total,Ethoprop (Ethoprofos),<,1,ng/L
L01-726-5,Total,Ethoprop (Ethoprofos),<,1,ng/L
L04-266-5,Total,Fenchlorphos (Ronnel),<,2,ng/L
I01-11343-2 (I02P18),Total,Fenchlorphos (Ronnel),<,2,ng/L
L03-418-8,Total,Fenchlorphos (Ronnel),<,2,ng/L
K01-12177-1 (K01P07),Total,Fenchlorphos (Ronnel),<,2,ng/L
J03-9221-1 (J03P02),Total,Fenchlorphos (Ronnel),<,2,ng/L
J01-9224-1 (J01P24),Total,Fenchlorphos (Ronnel),<,2,ng/L
J01-9224-2 (J01P25),Total,Fenchlorphos (Ronnel),<,2,ng/L
L03-662-3 (L03P16),Total,Fenchlorphos (Ronnel),<,2,ng/L
L03-214-2 (L03P18),Total,Fenchlorphos (Ronnel),<,2,ng/L
L03-316-3 (L03P12),Total,Fenchlorphos (Ronnel),<,2,ng/L
J01-9992-1 (J01P27),Total,Fenchlorphos (Ronnel),<,2,ng/L
J01-9131-1 (J01P28),Total,Fenchlorphos (Ronnel),<,2,ng/L
J01-9007-1 (J02P05),Total,Fenchlorphos (Ronnel),<,2,ng/L
J06-10011-1 (J06P01),Total,Fenchlorphos (Ronnel),<,2,ng/L
J06-9079-1 (J06P03),Total,Fenchlorphos (Ronnel),<,2,ng/L
J01-9082-2,Total,Fenchlorphos (Ronnel),<,2,ng/L
I01-11010-1,Total,Fenchlorphos (Ronnel),<,2,ng/L
I00-11468-1,Total,Fenchlorphos (Ronnel),<,2,ng/L
J01-10004-1 (J01P01),Total,Fenchlorphos (Ronnel),<,2,ng/L
L01-749-2,Total,Fenchlorphos (Ronnel),<,2,ng/L
L05-503-1,Total,Fenchlorphos (Ronnel),<,2,ng/L
L01-724-4 (L01P03),Total,Fenchlorphos (Ronnel),<,2,ng/L
L01-724-1 (L01S01),Total,Fenchlorphos (Ronnel),<,2,ng/L
L01-728-5 (L01-DP),Total,Fenchlorphos (Ronnel),<,2,ng/L
K01-12126-1 (K01S01),Total,Fenchlorphos (Ronnel),<,2,ng/L
K01-12159-2,Total,Fenchlorphos (Ronnel),<,2,ng/L
K01-12159-3,Total,Fenchlorphos (Ronnel),<,2,ng/L
L05-489-3,Total,Fenchlorphos (Ronnel),<,2,ng/L
L05-049-1,Total,Fenchlorphos (Ronnel),<,2,ng/L
L02-374-1 (L02P50),Total,Fenchlorphos (Ronnel),<,2,ng/L
L01-404-1,Total,Fenchlorphos (Ronnel),<,2,ng/L
L01-340-1,Total,Fenchlorphos (Ronnel),<,2,ng/L
L02-246-1 (L11P01),Total,Fenchlorphos (Ronnel),<,2,ng/L
L02-641-1,Total,Fenchlorphos (Ronnel),<,2,ng/L
L02-641-2,Total,Fenchlorphos (Ronnel),<,2,ng/L
L01-731-1 (L08TBN2),Total,Fenchlorphos (Ronnel),<,2,ng/L
L02-166-3 (L02P26),Total,Fenchlorphos (Ronnel),<,2,ng/L
L04-672-1,Total,Fenchlorphos (Ronnel),<,2,ng/L
M01-042-1 (M01S01),Total,Fenchlorphos (Ronnel),<,2,ng/L
M02-032-1,Total,Fenchlorphos (Ronnel),<,2,ng/L
SC1-2,Total,Fenchlorphos (Ronnel),<,2,ng/L
M02-085-1 (M02P06),Total,Fenchlorphos (Ronnel),<,2,ng/L
L01-726-5,Total,Fenchlorphos (Ronnel),<,2,ng/L
M02-085-2,Total,Fenchlorphos (Ronnel),<,2,ng/L
L04-266-5,Total,Fensulfothion,<,1,ng/L
I01-11343-2 (I02P18),Total,Fensulfothion,<,1,ng/L
L03-418-8,Total,Fensulfothion,<,1,ng/L
K01-12177-1 (K01P07),Total,Fensulfothion,<,1,ng/L
J03-9221-1 (J03P02),Total,Fensulfothion,<,1,ng/L
J01-9224-1 (J01P24),Total,Fensulfothion,<,1,ng/L
J01-9224-2 (J01P25),Total,Fensulfothion,<,1,ng/L
L03-662-3 (L03P16),Total,Fensulfothion,<,1,ng/L
L03-214-2 (L03P18),Total,Fensulfothion,<,1,ng/L
L03-316-3 (L03P12),Total,Fensulfothion,<,1,ng/L
J01-9992-1 (J01P27),Total,Fensulfothion,<,1,ng/L
J01-9131-1 (J01P28),Total,Fensulfothion,<,1,ng/L
J01-9007-1 (J02P05),Total,Fensulfothion,<,1,ng/L
J06-10011-1 (J06P01),Total,Fensulfothion,<,1,ng/L
J06-9079-1 (J06P03),Total,Fensulfothion,<,1,ng/L
J01-9082-2,Total,Fensulfothion,<,1,ng/L
