OBJECTID,LOCDESC,SIZE1,LASTUPDATE,LASTEDITOR,SIZE2,SIZE3,CatchID,DrainID,INSPECTED,FACTYPE,JURISDICTI,MANAGEMENT,GlobalID,PRIORITY,FLOWMONITSTATUS,FLOWMONITDEPLOY,FLOWMONITRETURN,NEXTINSPECTION,POINT_X,POINT_Y,PERSISTENTFLOW,FACILITYID,SURVEYLINK,ACCESSIBILITY,FLOWMEASCOUNT,LASTDISCHARGE,LASTDISCHARGETREND,AVGFLOWWIDTH,AVGFLOWDEPTH,AVGFLOWVEL,AVGDISCHARGE,MAXDISCHARGE,MINDISCHARGE,PRIORITIZATIONSCORE2022,SAMPLECHWSRSDRY,SAMPLECHWSRSWET,SAMPLEDRY,SAMPLEWET,OCFSLOCATION
16957,Acorn Ridge - next to dissipator,40,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,344,L02,Verified,Outfall,ORANGE CO,SOUTH,{E885A8CA-0AA1-47CD-A582-4DCD7E616FC7},NA,NA,NA,NA,NA,-117.62860278,33.59189214,Yes,L02-344-2,NA,Easily accessibility,4,0.06,Below Average Discharge,3.45,0.745,35,0.408144,0.977778,0.06,NA,NA,NA,NA,NA,NA
17349,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11010,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{7476C05B-0176-466D-85AD-7FD96A519037},NA,NA,NA,NA,NA,-117.7826664,33.54524702,Unknown,I01-11010-2,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17355,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,050,M01,Verified,Outfall,SAN CLEMENTE,SOUTH,{25854B25-D3DF-43C1-AA01-F0CCD3BAEFB7},NA,NA,NA,NA,NA,-117.64414774,33.44583709,Unknown,M01-050-5,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17454,Laguna Canyon Wash ,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11195,I01,Verified,Box,ALISO VIEJO,SOUTH,{75510388-272F-441C-AF60-DC06210005BA},NA,NA,NA,NA,NA,-117.7524859,33.58909833,Unknown,I01-11195-1,NA,Difficult accessibility,5,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
17455,1954Added,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,169,M00.3,Verified,Manhole,DANA POINT,SOUTH,{D7DAE761-58E2-4A54-BA77-815FED6A6827},NA,NA,NA,NA,NA,-117.653431,33.447475,Unknown,M00.3-169-3,NA,Difficult accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
17456,1919Added,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,075,SC10,Verified,Outfall,DANA POINT,SOUTH,{8EEEB91E-267A-44E5-A866-360C2AA1DA99},NA,NA,NA,NA,NA,-117.663441,33.452221,Unknown,SC10-075-2,NA,Easily accessibility,2,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
17457,1950Added - duplicate of structure already in geodatabase ,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,035,SC11,Removed from Inventory,Outfall,DANA POINT,SOUTH,{B6B1A86E-1F4A-4D90-B316-61F2D33914E1},NA,NA,NA,NA,NA,-117.675367,33.460004,Unknown,SC11-035-5,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17458,36dheneyAdded,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,130,SC11,Verified,Outfall,DANA POINT,SOUTH,{DE0020F6-684A-482B-8896-B9B1BD8DEE8C},NA,NA,NA,NA,NA,-117.669171,33.455718,Unknown,SC11-130-2,NA,Easily accessibility,5,0,Below Average Discharge,0.54,0.026,7.8,0.013885,0.03,0,NA,NA,NA,NA,NA,NA
17459,Strand Beach,54,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12022,DP01,Verified,Outfall,DANA POINT,SOUTH,{F1A20556-9AFE-4BFC-A5BD-765B4F16802D},NA,NA,NA,NA,NA,-117.716091,33.466503,Unknown,DP01-12022-2,NA,Difficult accessibility,6,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
17460,Strand Beach,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12022,DP01,Verified,Outfall,DANA POINT,SOUTH,{2930B26A-DE4C-4E36-8E9D-20B5B8F77DA9},NA,NA,NA,NA,NA,-117.71479,33.464085,Yes,DP01-12022-1,NA,Difficult accessibility,5,0.0078,Below Average Discharge,0.406,0.082,4.28,0.055382,0.126,0.0078,NA,NA,NA,NA,NA,NA
17461,"Salt Creek Beach (drains private HOA, LZ requested to remove it because not a MS4)",36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12018,K01,Removed from Inventory,Outfall,DANA POINT,SOUTH,{AA96CE1B-A985-46D7-B2CF-E59FB151B776},NA,NA,NA,NA,NA,-117.722971,33.477554,Yes,K01-12018-1,NA,Easily accessibility,2,0.048,Above Average Discharge,0.75,0.06,5.5,0.0456,0.048,0.0432,NA,NA,NA,NA,NA,NA
17462,K01-48Added,48,2022-12-02T22:42:37Z,OCENVRESUSER,NA,NA,12159,K01,Verified,Outfall,DANA POINT,SOUTH,{1F0E78FB-3598-45E9-815F-9C59DD96DF84},Priority,NA,NA,NA,NA,-117.72039805,33.48259382,Yes,K01-12159-3,NA,Easily accessibility,7,0.012935,Below Average Discharge,0.70428571,0.02957142,6.34142857,0.021493,0.048,0.012,43,NA,NA,Yes,NA,NA
17463,Monarch Beach golf course/south ,96,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,12159,K01,Verified,Outfall,DANA POINT,SOUTH,{65F1D30E-87BC-47F7-B9E2-465FBE713D1F},Priority,NA,NA,NA,NA,-117.72043209,33.4824512,Yes,K01-12159-2,NA,Easily accessibility,7,0.113233,Below Average Discharge,1.50428571,0.05857142,3.5,0.154127,0.24,0.09,62,NA,NA,Yes,NA,NA
17464,Dumond ,54,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11515,LC03,Verified,Outfall,LAGUNA BEACH,SOUTH,{886775A2-E4C3-48F3-9D28-64111BB5241F},NA,NA,NA,NA,NA,-117.762756,33.519603,Yes,LC03-11515-1,NA,Easily accessibility,5,0.017962,20% Or More Above Average Discharge,0.488,0.014,7.028,0.008369,0.017962,0.00135,NA,NA,NA,NA,NA,NA
17465,813Added,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11518,I00,Verified,Outfall,LAGUNA BEACH,SOUTH,{43927D34-5C8D-480F-9527-A565DA0C7C0C},NA,NA,NA,NA,NA,-117.772636,33.528629,Yes,I00-11518-2,NA,Easily accessibility,1,0.0048,Equal,0.4,0.02,10,0.0048,0.0048,0.0048,NA,NA,NA,NA,NA,NA
17466,Access at low tide from Dumond,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11199,LC04,Verified,Box,LAGUNA BEACH,SOUTH,{3DBCB0DE-8D31-4915-AB29-A58A276E7610},NA,NA,NA,NA,NA,-117.761276,33.516715,Unknown,LC04-11199-1,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17467,coast24Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12015,DP04,Verified,Manhole,LAGUNA BEACH,SOUTH,{364EE24D-588C-4E28-9E59-CD6B430894EE},NA,NA,NA,NA,NA,-117.743931,33.500136,Unknown,DP04-12015-3,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17468,coast42Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12015,DP04,Not-Found,Outfall,LAGUNA BEACH,SOUTH,{DC168C42-A2EB-4287-B578-EA755729D6C7},NA,NA,NA,NA,NA,-117.743549,33.499537,Unknown,DP04-12015-2,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17469,RW under Bells Vireo Ln,NA,2022-09-23T21:37:56Z,OCPWPublisher,NA,NA,11503,I01,Removed from Inventory,Box,ALISO VIEJO,SOUTH,{303170D2-5B66-4588-BA82-771CDB2CB528},NA,NA,NA,NA,NA,-117.749405,33.593491,Yes,I01-11503-4,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17470,1105Added - need to verify - duplicate of another structure already in geodatabase ,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11019,LC06,Removed from Inventory,Outfall,LAGUNA BEACH,SOUTH,{5DB53D33-1435-4070-AB2D-35E699653631},NA,NA,NA,NA,NA,-117.789437,33.543,Unknown,LC06-11019-3,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17471,cliff18Added Measure size next inspection,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11506,LC02,Verified,Outfall,LAGUNA BEACH,SOUTH,{42F6B6E9-113F-4E08-B45F-60137B170648},NA,NA,NA,NA,NA,-117.802059,33.546965,Unknown,LC02-11506-1,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17472,194/ 219Added,0.55,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9234,J03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{B7487E38-3AFC-465A-892A-811C17B6A39E},NA,NA,NA,NA,NA,-117.71625319,33.51978631,Unknown,J03-9234-7,NA,Easily accessibility,1,0.004,Equal,0.2,0.02,6,0.004,0.004,0.004,NA,NA,NA,NA,NA,NA
17473,Upstream of J03P01in,78,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9234,J03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{8BA658D6-F310-40D7-B7B1-E1E606ACD5A0},NA,NA,NA,NA,NA,-117.715433,33.51992,Yes,J03-9234-8,NA,Easily accessibility,6,0.748276,20% Or More Above Average Discharge,1.36166666,0.07833333,2.59,0.301604,0.748276,0.14375,NA,NA,NA,NA,NA,NA
17474,1244Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12156,K01,Not-Found,Outfall,LAGUNA NIGUEL,SOUTH,{B76AC45E-DA09-4DC6-87CC-F3FE9B03A78E},NA,NA,NA,NA,NA,-117.715294,33.494602,Unknown,K01-12156-5,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17475,48-1500DAdded - need to verify measurement in field ,33,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9995,J01,Verified,Outfall,ALISO VIEJO,SOUTH,{71AB0430-6B34-4D01-B348-E21C9729B888},NA,NA,NA,NA,NA,-117.71609,33.562686,Unknown,J01-9995-1,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17476,Daylight of Sulphur Creek ,60,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9190,J03,Removed from Inventory,Outfall,LAGUNA NIGUEL,SOUTH,{B02429E1-4C40-4845-BE14-DAF127644477},NA,NA,NA,NA,NA,-117.689698,33.549054,Yes,J03-9190-1,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17478,3699Added - need to verify - Measure size next inspection,27,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,10012,J01,Not-Found,Outfall,MISSION VIEJO,SOUTH,{48BC18C9-3C9F-42A7-8C6D-E325124029CC},NA,NA,NA,NA,NA,-117.62746945,33.66832212,Unknown,J01-10012-6,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17479,3958Added - need to verify,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9036,J01,Verified,Manhole,LAKE FOREST,SOUTH,{7F789B2E-4605-4D6D-A3D8-90C93D5667D5},NA,NA,NA,NA,NA,-117.642473,33.661017,Unknown,J01-9036-1,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17480,2990Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,412,L02,Removed from Inventory,Outfall,ORANGE CO,SOUTH,{6903C334-50AB-404F-A62B-A1C7E31E0DEE},NA,NA,NA,NA,NA,-117.656717,33.558003,Unknown,L02-412-2,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17481,access at Minerva,84,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,672,L04,Verified,Culvert,MISSION VIEJO,SOUTH,{9559CB47-0239-4B3A-B6FF-38E557824BEC},Priority,NA,NA,NA,NA,-117.680662,33.612238,Yes,L04-672-1,NA,Difficult accessibility,5,0.178218,Below Average Discharge,1.08,0.0724,2.438,0.200871,0.3,0.109412,64,NA,NA,Yes,NA,NA
17482,4230Added ,42,2022-10-04T00:33:07Z,OCENVRESUSER,NA,NA,074,L03,Verified,Outfall,MISSION VIEJO,SOUTH,{6A5E6BA4-3561-44F0-907D-3D9775BDE62E},Priority,NA,NA,NA,NA,-117.64176341,33.63947149,Yes,L03-074-2,NA,Easily accessibility,5,0.00848,Below Average Discharge,0.858,0.0551118,15.97,0.020268,0.036,0.004286,36,NA,NA,NA,NA,NA
17483,4688Added,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,172,L03,Verified,Outfall,MISSION VIEJO,SOUTH,{B1EF7D05-C4F9-490F-9BA9-7AFF1949A39B},NA,NA,NA,NA,NA,-117.6375105,33.65111943,Yes,L03-172-3,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17484,5847Added - need to verify,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9110,J07,Verified,Manhole,MISSION VIEJO,SOUTH,{0B3BE378-A3F2-447F-9F78-25FA4CEADC2E},NA,NA,NA,NA,NA,-117.66258,33.635976,Unknown,J07-9110-4,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17485,Oso Creek,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,073,L03,Removed from Inventory,Culvert,MISSION VIEJO,SOUTH,{E35621C7-F869-4D87-A08B-D49D29ACD9DA},NA,NA,NA,NA,NA,-117.63949787,33.64180155,Yes,L03-073-4,NA,Easily accessibility,4,0.869333,20% Or More Above Average Discharge,1.7075,0.21,3.925,0.59383300000000006,0.869333,0.27,NA,NA,NA,NA,NA,NA
17486,121020Added,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9022,J07,Verified,Outfall,MISSION VIEJO,SOUTH,{ED29B567-C00D-4966-8303-25068F8D1BA9},NA,NA,NA,NA,NA,-117.66624,33.628759,Yes,J07-9022-6,NA,Easily accessibility,5,0.001214,Below Average Discharge,0.264,0.009,10.484,0.001776,0.0045,0,NA,NA,NA,NA,NA,NA
17487,121032Added - need to verify,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9022,J07,Not-Found,Outfall,MISSION VIEJO,SOUTH,{89B3A2B8-8BBC-41BC-A9E4-919F47C6DD8F},NA,NA,NA,NA,NA,-117.666752,33.628538,Unknown,J07-9022-5,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17488,5942Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,17488,L03,Verified,Manhole,MISSION VIEJO,SOUTH,{5D3DBB57-7915-4572-8DEB-2A0CC4F9AC97},NA,NA,NA,NA,NA,-117.650044,33.612427,Unknown,L03-241-8,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17489,361013Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,437,L03,Not-Found,NA,LAGUNA NIGUEL,SOUTH,{72EC3077-4E7D-44DF-A6DE-FF678F44770B},NA,NA,NA,NA,NA,-117.673958,33.552402,Unknown,L03-437-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17490,953Added - need to verify,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,708,L03,Not-Found,NA,LAGUNA NIGUEL,SOUTH,{D33E8A04-DAE5-494F-9F54-49F6A0946E60},NA,NA,NA,NA,NA,-117.672742,33.567351,Unknown,L03-708-14,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17491,6496Added - need to verify,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,377,L03,Not-Found,NA,MISSION VIEJO,SOUTH,{8D479B94-0054-4CA6-985D-38B5D1578F9D},NA,NA,NA,NA,NA,-117.673195,33.569494,Unknown,L03-377-1,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17492,LR1Added - drainage ditch ,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,453,L05,Removed from Inventory,Outfall,ORANGE CO,SOUTH,{BFB66C0B-30AF-4FF8-88E4-10B3BF373123},NA,NA,NA,NA,NA,-117.638411,33.547488,Unknown,L05-453-1,NA,Easily accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
17493,CDC11Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,350,L01,Verified,Manhole,ORANGE CO,SOUTH,{C5749266-B05D-4374-B027-2414A319454D},NA,NA,NA,NA,NA,-117.58557431,33.58176512,Unknown,L01-350-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17494,CDC12Added - need to verify,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,372,L01,Verified,Manhole,ORANGE CO,SOUTH,{A468823F-403A-42EB-9510-8647C23C9872},NA,NA,NA,NA,NA,-117.585,33.569,Unknown,L01-372-2,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17495,CDC13Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,414,L01,Verified,Manhole,ORANGE CO,SOUTH,{862897D6-7083-40C4-81E3-7ECB0CF4CB14},NA,NA,NA,NA,NA,-117.590349,33.561838,Unknown,L01-414-4,NA,Private Property,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17496,CDC10Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,341,L01,Not-Found,Manhole,ORANGE CO,SOUTH,{C976D925-770F-4455-9944-5232491841B9},NA,NA,NA,NA,NA,-117.58467965,33.58821013,Unknown,L01-341-1,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17497,CDC1Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,261,L01,Verified,Manhole,ORANGE CO,SOUTH,{79A009BA-1ECB-4657-A8A3-9B41F160D899},NA,NA,NA,NA,NA,-117.584615,33.609969,Unknown,L01-261-5,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17498,CDC2Added - appears to be duplicate of L01-261-3,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,261,L01,Removed from Inventory,NA,ORANGE CO,SOUTH,{E7443614-C053-4242-8BC7-8C42B659132C},NA,NA,NA,NA,NA,-117.586221,33.6081,Unknown,L01-261-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17499,CDC3Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,261,L01,Verified,Manhole,ORANGE CO,SOUTH,{4F98B3B7-E6D1-4EA8-83CC-F76326B8AB48},NA,NA,NA,NA,NA,-117.586221,33.6081,Unknown,L01-261-3,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17500,CDC4Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,283,L01,Verified,Manhole,ORANGE CO,SOUTH,{B6360407-16B3-4615-9A38-E2F2D98716F7},NA,NA,NA,NA,NA,-117.58432922,33.6028709,Unknown,L01-283-1,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17501,CDC5Added,70,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,303,L01,Verified,Outfall,ORANGE CO,SOUTH,{77F01F3D-4632-4CFC-AF1B-CCA5EBF929DB},NA,NA,NA,NA,NA,-117.58435346,33.59975122,Yes,L01-303-5,NA,Difficult accessibility,5,0.013333,20% Or More Above Average Discharge,1,0.016,9.2,0.010906,0.0192,0.006,NA,NA,NA,NA,NA,NA
17502,Coto de Caza Golf and Raquet Club,60,2022-10-04T00:21:56Z,OCENVRESUSER,NA,NA,303,L01,Verified,Outfall,ORANGE CO,SOUTH,{DB68879F-B851-41C0-A2C5-D131F57A6ECE},Priority,NA,NA,NA,NA,-117.584659,33.596022,Yes,L01-303-4,NA,Difficult accessibility,7,0.018,Below Average Discharge,0.92857142,0.02142857,9.62857142,0.020775,0.068570999999999993,0.0021,47,NA,NA,NA,NA,NA
17503,Coto de Caza Golf and Raquet Club,36,2022-08-19T16:45:53Z,OCPWPublisher,NA,NA,303,L01,Verified,Outfall,ORANGE CO,SOUTH,{688139FB-EB67-42AA-848F-C55BF48E6B28},NA,NA,NA,NA,NA,-117.5840821,33.59526175,Yes,L01-303-3,NA,Difficult accessibility,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
17504,Coto de Caza Golf and Raquet Club,56,2022-10-04T00:21:54Z,OCENVRESUSER,46,NA,303,L01,Verified,Outfall,ORANGE CO,SOUTH,{DAFC646C-2E59-4F16-8AFD-87B9CAE3A703},Priority,NA,NA,NA,NA,-117.58507153,33.59293399,Yes,L01-303-2,NA,Easily accessibility,1,0.07,Equal,3.5,0.5,150,0.07,0.07,0.07,48,NA,NA,NA,NA,NA
17505,CDC9Added,51,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,303,L01,Verified,Outfall,ORANGE CO,SOUTH,{4DB1E7DE-3FD5-4696-8101-98BEA4A83871},NA,NA,NA,NA,NA,-117.58454324,33.58906495,Yes,L01-303-1,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17506,244Added,60,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,12107,L00,Verified,Manhole,DANA POINT,SOUTH,{62754AC3-0907-4164-AA97-BF3CA1394AF4},NA,NA,NA,NA,NA,-117.694232,33.46043,Unknown,L00-12107-1,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17507,2882Added,60,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,517,L01,Verified,Outfall,SAN JUAN CAPISTRANO,SOUTH,{01A02819-9301-488A-B748-0623EE010001},NA,NA,NA,NA,NA,-117.6245,33.518737,Unknown,L01-517-8,NA,Easily accessibility,4,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
17508,SWGM-12639Added,50,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,081,SC09,Removed from Inventory,Culvert,SAN CLEMENTE,SOUTH,{4483AB22-0802-446E-9510-A37FC46CF60D},NA,NA,NA,NA,NA,-117.637538,33.435709,Unknown,SC09-081-2,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17509,SWGM-13100Added,20,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,081,SC09,Verified,Outfall,SAN CLEMENTE,SOUTH,{CC57C718-5BEC-458D-BB3D-6F4978266508},NA,NA,NA,NA,NA,-117.636862,33.434631,Yes,SC09-081-1,NA,Difficult accessibility,2,0.0015,Below Average Discharge,0.3,0.01,7.5,0.002464,0.003429,0.0015,NA,NA,NA,NA,NA,NA
17510,SWGM-10041Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,096,M01,Verified,Manhole,SAN CLEMENTE,SOUTH,{8B187559-2F48-4922-9065-4064C398DE88},NA,NA,NA,NA,NA,-117.630084,33.470961,Unknown,M01-096-1,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17511,Diamante ,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,008,M01,Verified,Box,SAN CLEMENTE,SOUTH,{B4C2DE98-2903-4237-914D-570020690CEC},NA,NA,NA,NA,NA,-117.627728,33.477835,Unknown,M01-008-1,NA,Easily accessibility,4,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
17512,SWGM-12367Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,038,M01,Verified,Manhole,SAN CLEMENTE,SOUTH,{1B74CCE9-0545-442E-A050-2D9A43A72D46},NA,NA,NA,NA,NA,-117.63943157,33.46575332,Unknown,M01-038-4,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17513,Calle Nuevo,90,2022-07-26T19:20:21Z,OCPWPublisher,NA,NA,038,M01,Verified,Outfall,SAN CLEMENTE,SOUTH,{0DF4331E-C350-41BF-969E-1D66F2881789},NA,NA,NA,NA,NA,-117.63926154,33.46498894,Yes,M01-038-3,NA,Easily accessibility,4,0.0192,20% Or More Above Average Discharge,0.275,0.01025,31.625,0.005304,0.0192,1.8e-5,NA,NA,NA,NA,NA,NA
17514,SWGM-12380Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,038,M01,Verified,Manhole,SAN CLEMENTE,SOUTH,{076DC6F4-E65D-4A4D-A3F3-FBBF49698616},NA,NA,NA,NA,NA,-117.640707,33.463567,Unknown,M01-038-2,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17515,SWGM-12381Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,038,M01,Not-Found,NA,SAN CLEMENTE,SOUTH,{269742A4-C590-469F-869C-1EA8B58C1AC3},NA,NA,NA,NA,NA,-117.640591,33.463433,Unknown,M01-038-1,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17516,SWGM-12645Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,014,M01,Not-Found,NA,SAN CLEMENTE,SOUTH,{890A4009-7DB4-4D6B-B8C8-A5D9273FC5EA},NA,NA,NA,NA,NA,-117.627898,33.477563,Unknown,M01-014-1,NA,Private Property,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17517,SWGM-12647Added,NA,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,010,M01,Verified,Manhole,SAN CLEMENTE,SOUTH,{C77A16B4-0912-4923-A496-969C00922790},NA,NA,NA,NA,NA,-117.628041,33.477471,Unknown,M01-010-3,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
